科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"2,288,585,000.00","2,362,205,000.00","2,504,301,000.00","600,880,000.00","1,183,604,000.00","1,847,221,000.00","2,469,411,000.00","550,765,000.00","1,173,157,000.00","1,775,306,000.00","2,506,809,000.00","623,947,000.00","1,396,088,000.00","2,289,151,000.00","3,185,907,000.00","880,724,000.00"
提取保险责任准备金,,,,,,,,,,,,,,,,
利息净收入,"2,176,640,000.00","2,252,724,000.00","2,370,543,000.00","558,520,000.00","1,112,705,000.00","1,639,134,000.00","2,261,752,000.00","484,011,000.00","994,094,000.00","1,539,906,000.00","2,099,767,000.00","500,854,000.00","1,023,841,000.00","1,693,318,000.00","2,341,689,000.00","608,823,000.00"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,
利息收入,"4,123,109,000.00","4,257,183,000.00","4,333,341,000.00","1,022,676,000.00","2,050,492,000.00","3,045,113,000.00","4,166,502,000.00","1,004,659,000.00","2,073,719,000.00","3,198,974,000.00","4,353,045,000.00","1,109,284,000.00","2,242,785,000.00","3,471,521,000.00","4,682,839,000.00","1,182,034,000.00"
保单红利支出,,,,,,,,,,,,,,,,
利息支出,"1,946,469,000.00","2,004,459,000.00","1,962,798,000.00","464,156,000.00","937,788,000.00","1,405,979,000.00","1,904,750,000.00","520,648,000.00","1,079,624,000.00","1,659,068,000.00","2,253,278,000.00","608,430,000.00","1,218,945,000.00","1,778,203,000.00","2,341,150,000.00","573,211,000.00"
分保费用,,,,,,,,,,,,,,,,
手续费及佣金净收入,"64,111,000.00","55,619,000.00","53,859,000.00","18,384,000.00","30,635,000.00","44,161,000.00","49,622,000.00","15,876,000.00","30,384,000.00","42,262,000.00","53,288,000.00","16,392,000.00","24,584,000.00","38,088,000.00","64,815,000.00","19,185,000.00"
营业税金及附加,"113,267,000.00","112,551,000.00","122,592,000.00","26,369,000.00","37,317,000.00","40,596,000.00","48,323,000.00","6,361,000.00","12,078,000.00","15,415,000.00","23,362,000.00","7,669,000.00","14,313,778.00","18,883,000.00","25,133,000.00","8,601,000.00"
手续费及佣金收入,"73,542,000.00","65,547,000.00","66,614,000.00","21,477,000.00","37,511,000.00","54,668,000.00","66,117,000.00","20,661,000.00","40,200,000.00","57,404,000.00","76,589,000.00","22,240,000.00","36,103,000.00","56,333,000.00","94,179,000.00","24,909,000.00"
手续费及佣金支出2,,,,,,,,,,,,,,,,
手续费及佣金支出,"9,432,000.00","9,927,000.00","12,755,000.00","3,093,000.00","6,877,000.00","10,507,000.00","16,495,000.00","4,785,000.00","9,816,000.00","15,142,000.00","23,301,000.00","5,848,000.00","11,519,000.00","18,246,000.00","29,364,000.00","5,723,000.00"
业务及管理费,"705,315,000.00","849,337,000.00","791,152,000.00","199,782,000.00","393,748,000.00","616,499,000.00","887,878,000.00","224,856,000.00","430,504,000.00","642,393,000.00","959,792,000.00","235,723,000.00","453,891,986.00","691,126,000.00","1,020,378,000.00","243,821,000.00"
其中：代理买卖证券业务净收入,,,,,,,,,,,,,,,,
减：摊回分保费用,,,,,,,,,,,,,,,,
