科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"2,959,462,269.00","3,751,479,829.00","4,483,000,116.00","1,220,739,195.00","2,591,442,466.00","3,938,212,242.00","5,193,971,768.00","1,547,080,687.00","3,366,586,103.00","4,915,985,892.00","6,810,224,052.00","1,970,187,510.00","4,109,224,046.00","6,454,078,784.00","8,104,945,200.00","2,012,623,972.00"
取得子公司及其他营业单位支付的现金净额,"43,734,346.00","157,374,250.00","98,903,939.00",,,"123,557,893.00","264,350,201.00","49,374,444.00","238,153,224.00","660,842,593.00","401,259,847.00","20,100,000.00","2,720,000.00",,"265,845,667.00","80,495,062.00"
收到的税费返还,"337,152.00","1,488,255.00","580,205.00",,,,"142,483.00",,,,"83,000.00",,,,,
支付其他与投资活动有关的现金,"70,530,000.00","17,433,212.00","3,100,000.00",,"4,449,999.00",,"155,860,000.00","34,840,000.00","66,348,870.00",,,,"16,580,000.00","65,980,000.00","67,770,000.00","86,550,000.00"
收到其他与经营活动有关的现金,"10,126,312.00","14,497,477.00","13,138,655.00","5,789,310.00","9,463,932.00","16,210,032.00","22,248,980.00","10,447,817.00","13,630,717.00","23,292,469.00","28,005,670.00","9,784,763.00","22,003,314.00","37,641,663.00","59,900,673.00","13,378,413.00"
投资活动现金流出小计,"185,967,918.00","246,868,335.00","219,633,206.00","29,453,510.00","103,306,898.00","271,951,436.00","568,381,365.00","144,794,657.00","397,714,214.00","769,328,127.00","606,922,891.00","149,978,401.00","227,288,416.00","345,893,330.00","638,732,479.00","274,645,696.00"
经营活动现金流入小计,"2,969,925,733.00","3,767,465,561.00","4,496,718,976.00","1,226,528,505.00","2,600,906,398.00","3,954,422,274.00","5,216,363,231.00","1,557,528,504.00","3,380,216,820.00","4,939,278,361.00","6,838,312,722.00","1,979,972,273.00","4,131,227,360.00","6,491,720,447.00","8,164,845,873.00","2,026,002,385.00"
投资活动产生的现金流量净额,"-114,922,333.00","-242,815,584.00","-213,617,870.00","-29,453,510.00","-101,248,137.00","-256,193,041.00","-567,650,208.00","-144,278,082.00","-393,322,436.00","-748,150,199.00","-586,095,013.00","-148,830,193.00","-225,698,924.00","-341,885,870.00","-629,092,590.00","-274,511,896.00"
购买商品、接受劳务支付的现金,"1,855,055,747.00","2,540,061,282.00","2,856,575,689.00","774,152,062.00","1,617,511,460.00","2,572,972,832.00","3,328,137,505.00","949,998,988.00","2,119,564,241.00","3,119,229,337.00","4,355,267,235.00","1,143,966,547.00","2,574,352,313.00","4,145,324,543.00","5,033,344,757.00","965,550,452.00"
吸收投资收到的现金,,"720,000.00","2,070,000.00",,"1,010,027,690.00","1,010,027,691.00","1,013,983,689.00",,"3,750,000.00","3,750,000.00","13,650,000.00","1,000,000.00","10,700,000.00","10,600,000.00","801,536,614.00","2,450,000.00"
支付给职工以及为职工支付的现金,"360,832,083.00","412,346,361.00","529,642,425.00","207,086,537.00","306,327,437.00","448,039,339.00","606,523,034.00","193,045,069.00","393,880,669.00","596,191,674.00","808,073,250.00","267,289,636.00","479,892,384.00","732,141,622.00","1,015,887,384.00","343,532,704.00"
取得借款收到的现金,"300,000,000.00","550,356,583.00","512,042,000.00","90,000,000.00","90,000,000.00","90,000,000.00","190,000,000.00","140,000,000.00","280,000,000.00","293,000,000.00","749,000,000.00","3,200,000.00","120,800,000.00","220,800,000.00","325,800,000.00",
支付的各项税费,"249,334,578.00","267,050,316.00","300,982,983.00","88,023,846.00","178,486,001.00","254,818,784.00","334,735,293.00","100,216,820.00","222,230,379.00","316,447,214.00","442,035,478.00","146,821,132.00","292,522,107.00","393,652,618.00","531,142,334.00","158,418,603.00"
收到其他与筹资活动有关的现金,,,,,"18,442,310.00","18,442,310.00",,,,,,,,,"61,744,400.00","9,278,738.00"
支付其他与经营活动有关的现金,"355,848,662.00","411,489,973.00","562,373,196.00","56,795,054.00","326,166,086.00","521,529,546.00","689,818,142.00","213,729,924.00","448,795,975.00","676,759,590.00","919,678,925.00","214,782,175.00","489,049,359.00","694,662,354.00","1,092,339,850.00","330,628,065.00"
筹资活动现金流入小计,"300,000,000.00","551,076,583.00","514,112,000.00","90,000,000.00","1,118,470,000.00","1,118,470,001.00","1,203,983,689.00","140,000,000.00","283,750,000.00","1,096,750,000.00","1,553,819,811.00","4,200,000.00","131,500,000.00","231,400,000.00","1,189,081,014.00","11,728,738.00"
经营活动现金流出小计,"2,821,071,070.00","3,630,947,932.00","4,249,574,293.00","1,126,057,499.00","2,428,490,984.00","3,797,360,501.00","4,959,213,974.00","1,456,990,801.00","3,184,471,264.00","4,708,627,815.00","6,525,054,888.00","1,772,859,490.00","3,835,816,163.00","5,965,781,137.00","7,672,714,325.00","1,798,129,824.00"
偿还债务支付的现金,"320,000,000.00","431,300,132.00","480,663,956.00","121,270,000.00","436,312,000.00","436,312,000.00","436,312,000.00",,"44,000,000.00","468,200,000.00","460,200,000.00","11,500,000.00","11,500,000.00","11,500,000.00","528,080,000.00","7,700,000.00"
