科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"711,116,096.36","713,692,109.51","737,512,814.91","194,504,799.07","373,606,665.75","517,335,611.45","781,599,030.81","214,794,585.15","394,516,602.22","559,723,174.54","830,620,417.40","223,262,308.70"
二、营业利润,"46,922,734.40","55,333,889.45","59,022,996.82","15,231,359.77","28,545,475.11","40,582,894.69","86,327,627.43","21,927,359.34","42,050,321.48","56,931,298.42","93,273,451.93","29,858,923.60"
减:营业成本,"263,305,324.71","282,853,291.86","310,035,352.76","81,513,967.61","156,609,636.75","214,260,218.45","329,995,936.69","96,350,559.82","175,677,582.91","248,155,789.36","381,258,127.49","98,942,512.97"
加:补贴收入,,,,,,,,,,,,
营业税金及附加,"49,927,726.41","52,506,592.54","57,788,301.69","18,170,683.54","36,002,491.76","46,049,216.62","64,774,777.61","14,385,679.45","32,471,010.99","44,893,952.71","63,951,210.83","15,184,378.91"
营业外收入,"6,991,734.64","5,231,827.49","2,685,097.80","412,707.75","2,565,869.09","3,313,120.11","5,448,638.63","627,420.78","106,602.57","161,434.67","2,020,202.75","31,500.00"
销售费用,"238,467,622.49","219,493,091.42","218,653,242.01","60,332,921.50","112,886,323.06","158,305,154.27","221,730,809.27","62,856,894.08","106,871,142.14","153,484,285.98","218,589,759.39","59,950,825.99"
减:营业外支出,"3,592,535.27","12,576,082.68","2,754,815.70","13,324.59","1,108,829.64","1,117,230.04","3,616,722.75","25,308.36","1,321,963.59","3,182,068.28","4,179,681.30",
管理费用,"44,198,974.09","38,663,608.22","41,035,934.15","11,091,373.17","21,715,160.85","33,341,425.07","42,240,582.72","10,932,430.73","20,967,996.63","31,443,900.74","44,769,817.26","13,974,569.63"
其中:非流动资产处置净损失,"111,267.72","1,121,097.52","412,594.15",,"1,881.91","11,625.01","1,011,072.20","5,308.36","1,288,404.78","1,309,178.33",,
堪探费用,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,
财务费用,"66,302,588.69","61,662,036.76","47,249,541.39","8,032,138.77","15,888,116.52","21,841,009.90","28,872,419.56","7,292,822.95","14,769,204.22","22,058,918.52","27,422,641.04","3,868,013.63"
三、利润总额,"50,321,933.77","47,989,634.26","58,953,278.92","15,630,742.93","30,002,514.56","42,778,784.76","88,159,543.31","22,529,471.76","40,834,960.46","53,910,664.81","91,113,973.38","29,890,423.60"
资产减值损失,"1,991,125.57","3,179,599.26","3,727,446.09","132,354.71","1,959,461.70","2,955,692.45","7,656,877.53","1,048,838.78","2,713,664.63","3,739,332.90","4,796,910.44","2,197,030.30"
减:所得税,"14,911,231.35","12,698,661.97","17,144,933.08","4,416,018.98","8,800,762.52","13,735,800.88","29,369,654.59","7,173,571.57","14,565,459.28","19,630,600.54","27,646,812.93","11,127,145.65"
加:公允价值变动净收益,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,
投资收益,,,,,,,,,,,,
四、净利润,"35,410,702.42","35,290,972.29","41,808,345.84","11,214,723.95","21,201,752.04","29,042,983.88","58,789,888.72","15,355,900.19","26,269,501.18","34,280,064.27","63,467,160.45","18,763,277.95"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,
归属于母公司所有者的净利润,"35,410,702.42","35,290,972.29","41,808,345.84","11,214,723.95","21,201,752.04","29,042,983.88","58,789,888.72","15,355,900.19","26,269,501.18","34,280,064.27","63,467,160.45","18,763,277.95"
影响营业利润的其他科目,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,
