科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"11,547,979,257.00","10,278,185,270.00","8,733,701,227.00","2,231,948,300.00","4,740,462,069.19","7,417,091,417.02","10,517,808,295.14","3,374,391,798.81","6,732,137,747.20","10,316,177,788.86","13,918,072,572.00","3,512,071,645.00","7,242,223,147.00","11,044,915,750.00","15,301,583,236.00","4,034,633,595.00"
二、营业利润,"1,205,807,109.00","971,726,586.00","803,328,655.00","287,898,200.00","601,810,896.66","833,333,679.22","1,062,163,533.45","278,708,317.83","465,420,549.51","768,585,555.14","1,115,653,793.00","240,538,778.00","556,509,678.00","932,987,774.00","1,278,637,285.00","298,757,085.00"
减:营业成本,"8,583,512,035.00","7,526,286,933.00","6,226,716,684.00",,"3,239,587,721.30","5,233,386,222.88","7,589,592,427.04","2,598,430,471.26","5,242,746,288.65","7,983,900,945.70","10,596,769,601.00","2,663,327,988.00","5,516,102,406.00","8,452,816,562.00","11,674,581,301.00","3,057,057,086.00"
加:补贴收入,,,,,,,,,,,,,,,,
营业税金及附加,"54,773,285.00","50,429,955.00","73,230,169.00",,"26,939,994.92","43,461,364.40","88,316,745.26","25,828,538.98","55,838,889.41","86,768,358.81","110,517,265.00","25,131,571.00","44,828,679.00","72,948,447.00","117,485,115.00","17,394,446.00"
营业外收入,"20,713,354.00","40,257,727.00","215,537,363.00",,"27,066,765.51","38,607,342.77","65,621,385.96","8,549,160.20","11,610,967.86","14,503,042.82","12,646,212.00","2,629,349.00","7,774,807.00","14,153,324.00","19,216,814.00","7,144,842.00"
销售费用,"542,522,237.00","545,773,167.00","530,648,966.00",,"332,676,144.04","488,459,070.59","743,907,788.09","185,334,003.52","359,183,956.49","547,561,747.83","759,301,187.00","206,550,825.00","436,254,823.00","646,583,205.00","909,179,470.00","240,456,112.00"
减:营业外支出,"42,130,087.00","3,227,361.00","241,267,917.00",,"854,819.40","4,225,239.89","4,465,612.40","857,359.89","997,199.83","2,014,257.11","5,580,300.00","34,532.00","756,123.00","549,596.00","66,678,863.00","130,906.00"
管理费用,"754,312,780.00","744,194,080.00","667,974,806.00",,"364,508,703.71","552,551,275.60","751,015,137.98","212,620,713.81","418,707,233.59","643,242,972.00","874,454,281.00","228,247,133.00","494,401,145.00","319,013,411.00","449,572,393.00","121,840,215.00"
其中:非流动资产处置净损失,"2,539,229.00","795,730.00","396,816.00",,"495,645.30","453,909.94","483,959.16","94,735.57","108,045.99","113,217.39",,,,,,
堪探费用,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,
财务费用,"318,477,290.00","370,880,498.00","356,310,578.00",,"139,196,323.80","208,835,228.58","168,607,738.02","70,334,223.77","170,474,405.90","265,790,815.92","344,247,942.00","124,306,944.00","123,801,031.00","127,056,310.00","232,673,990.00","145,740,638.00"
三、利润总额,"1,184,390,376.00","1,008,756,952.00","777,598,101.00","296,962,600.00","628,022,842.77","867,715,782.10","1,123,319,307.01","286,400,118.14","476,034,317.54","781,074,340.85","1,122,719,705.00","243,133,595.00","563,528,362.00","946,591,502.00","1,231,175,236.00","305,771,021.00"
资产减值损失,"94,654,969.00","66,453,305.00","73,085,414.00",,"37,069,207.05","60,590,113.18","112,951,493.63","3,415,347.00","24,409,687.96","26,694,554.31","132,269,825.00","32,156,007.00","80,722,668.00","100,581,801.00","159,723,278.00","25,934,252.00"
减:所得税,"204,377,833.00","174,642,209.00","100,188,765.00",,"71,378,796.16","91,391,880.15","113,258,425.83","31,129,284.86","42,480,696.60","61,310,936.32","75,041,603.00","18,700,844.00","39,936,438.00","62,841,649.00","49,816,134.00","21,255,375.00"
加:公允价值变动净收益,"-540,895.00","-4,238,131.00","4,968,207.00",,"-730,075.36","-730,075.36",,,,,,,,,"19,592,792.00","-6,217,685.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,
投资收益,"6,621,343.00","1,797,385.00","-7,374,162.00",,"2,056,997.65","4,255,612.79","-1,253,431.67","279,817.36","-1,544,799.59","-2,704,122.71","-3,400,052.00","-334,279.00","-334,279.00","-3,144,008.00","18,174,036.00","20,778,346.00"
四、净利润,"980,012,543.00","834,114,743.00","677,409,336.00","273,490,300.00","556,644,046.61","776,323,901.95","1,010,060,881.18","255,270,833.28","433,553,620.94","719,763,404.53","1,047,678,102.00","224,432,751.00","523,591,924.00","883,749,853.00","1,181,359,102.00","284,515,646.00"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"980,012,543.00","834,170,744.00","677,610,902.00","273,552,000.00","556,736,975.89","776,453,859.65","1,010,219,444.83","255,305,843.39","433,621,338.29","719,870,437.48","1,047,826,007.00","224,475,139.00","523,676,251.00","883,959,918.00","1,181,217,090.00","284,847,960.00"
影响营业利润的其他科目,,,,,,,,,,,,,,,,
少数股东损益,,"-56,001.00","-201,566.00",,"-92,929.28","-129,957.70","-158,563.65","-35,010.11","-67,717.35","-107,032.95","-147,905.00","-42,388.00","-84,327.00","-210,065.00","142,012.00","-332,314.00"
