科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"291,235,468.67","441,771,671.62","388,393,031.39","87,255,519.46","173,580,421.82","267,639,051.93","364,368,480.87","62,199,741.75","133,080,734.23","201,348,885.49","274,032,640.69","55,079,129.96"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,,,"10,001,220.76","398,814.33","1,365,053.64","3,399,018.42","4,164,692.51","1,292,027.60","6,696,649.86","8,660,022.40","8,883,973.56","1,040,210.67"
支付其他与投资活动有关的现金,"378,478,500.00","151,823,344.50","162,475,694.59",,"10,000,000.00","730,000,000.00","942,412,000.00","270,000,000.00","540,000,000.00","2,070,000,000.00","2,525,200,000.00","490,000,000.00"
收到其他与经营活动有关的现金,"16,506,466.30","15,907,449.42","12,765,376.47","3,177,930.97","10,799,166.32","18,545,118.04","27,946,057.59","910,302.51","2,898,821.22","4,871,281.35","14,339,041.72","7,723,151.23"
投资活动现金流出小计,"392,513,888.00","158,193,902.85","173,014,251.59","88,439.00","13,464,804.00","735,193,154.00","948,434,901.00","285,284,296.00","556,962,241.01","2,089,472,381.01","2,544,702,735.01","499,625,023.00"
经营活动现金流入小计,"307,741,934.97","457,679,121.04","411,159,628.62","90,832,264.76","185,744,641.78","289,583,188.39","396,479,230.97","64,402,071.86","142,676,205.31","214,880,189.24","297,255,655.97","63,842,491.86"
投资活动产生的现金流量净额,"-179,180,815.36","-88,941,915.14","199,847,136.60","32,387,561.00","155,788,356.16","-543,575,543.84","-674,430,490.84","19,860,288.78","20,692,601.00","19,873,690.83","194,219,975.88","25,632,456.45"
购买商品、接受劳务支付的现金,"7,822,375.38","8,954,469.80","7,035,612.29","1,586,697.25","3,316,793.55","5,345,937.32","7,646,359.35","1,895,815.62","3,392,884.52","5,195,122.13","6,760,707.05","1,466,846.02"
吸收投资收到的现金,"680,000.00",,,,,"875,974,100.00","875,974,100.00",,,,,
支付给职工以及为职工支付的现金,"57,206,668.25","79,317,461.81","96,626,954.69","34,036,481.30","61,351,296.18","89,610,947.80","122,277,670.79","42,656,305.11","80,492,889.17","116,499,510.39","151,391,810.31","44,825,678.23"
取得借款收到的现金,,,,,,,,,,,,
支付的各项税费,"30,319,466.42","31,239,438.47","45,823,184.75","8,468,900.74","21,198,143.86","25,580,896.55","33,971,390.68","8,317,502.58","15,372,781.47","20,699,178.79","26,838,706.90","6,446,236.26"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"59,814,508.34","98,705,834.97","88,658,152.07","21,645,890.33","44,614,278.58","84,965,628.23","123,328,763.21","16,770,879.57","49,997,462.37","71,419,492.73","90,266,179.24","17,360,301.59"
筹资活动现金流入小计,"680,000.00",,,,,"875,974,100.00","875,974,100.00",,,,,
经营活动现金流出小计,"155,163,018.39","218,217,205.05","238,143,903.80","65,737,969.62","130,480,512.17","205,503,409.90","287,224,184.03","69,640,502.88","149,256,017.53","213,813,304.04","275,257,403.50","70,099,062.10"
偿还债务支付的现金,,,,,,,,,,,,
经营活动产生的现金流量净额,"152,578,916.58","239,461,915.99","173,015,724.82","25,094,295.14","55,264,129.61","84,079,778.49","109,255,046.94","-5,238,431.02","-6,579,812.22","1,066,885.20","21,998,252.47","-6,256,570.24"
分配股利、利润或偿还利息支付的现金,"42,649,860.80","25,350,139.20","102,800,000.00",,,,,"4,800,000.00","74,800,000.00","74,800,000.00","74,800,000.00","4,800,000.00"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,380,000.00","660,000.00","1,330,000.00",,"1,370,000.00","7,375,333.00","10,445,333.00",,,,,
取得投资收益收到的现金,"5,983,072.64","4,466,087.71","14,496,427.10","2,475,000.00","18,233,260.16","19,937,710.16","25,324,510.16","2,732,584.78","5,242,842.01","26,934,071.84","31,304,110.89","5,257,479.45"
筹资活动现金流出小计,"45,029,860.80","26,010,139.20","104,130,000.00",,"1,370,000.00","7,375,333.00","10,445,333.00","4,800,000.00","74,800,000.00","74,800,000.00","74,800,000.00","4,800,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"67,900.00","61,100.00","1,000.00","19,900.00","19,900.00","19,900.00",,,,"6,600.00",
筹资活动产生的现金流量净额,"-44,349,860.80","-26,010,139.20","-104,130,000.00",,"-1,370,000.00","868,598,767.00","865,528,767.00","-4,800,000.00","-74,800,000.00","-74,800,000.00","-74,800,000.00","-4,800,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-150,881.01","-11,967.21","993,248.93","-89,798.87","371,711.06","498,540.18","1,231,730.00","-104,805.61","-452,497.56","-835,158.65","-1,121,121.43","-685,285.28"
收到其他与投资活动有关的现金,"207,350,000.00","64,718,000.00","358,303,861.09","30,000,000.00","151,000,000.00","171,660,000.00","248,660,000.00","302,412,000.00","572,412,000.00","2,082,412,000.00","2,707,612,000.00","520,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"213,333,072.64","69,251,987.71","372,861,388.19","32,476,000.00","169,253,160.16","191,617,610.16","274,004,410.16","305,144,584.78","577,654,842.01","2,109,346,071.84","2,738,922,710.89","525,257,479.45"
五、现金及现金等价物净增加额,"-71,102,640.59","124,497,894.44","269,726,110.35","57,392,057.27","210,054,196.83","409,601,541.83","301,585,053.10","9,717,052.15","-61,139,708.78","-54,694,582.62","140,297,106.92","13,890,600.93"
购建固定资产、无形资产和其他长期资产支付的现金,"12,035,388.00","4,295,558.35","3,303,557.00","88,439.00","3,464,804.00","5,193,154.00","6,022,901.00","309,296.00","1,979,241.01","4,439,381.01","4,469,735.01","125,023.00"
期初现金及现金等价物余额,"144,140,263.03","73,037,622.44","197,535,516.88","467,261,627.23","467,270,992.02","467,270,992.02","467,261,627.23","768,846,680.33","768,846,680.33","768,846,680.33","768,846,680.33","909,143,787.25"
投资支付的现金,"2,000,000.00","2,075,000.00","7,235,000.00",,,,,"14,975,000.00","14,983,000.00","15,033,000.00","15,033,000.00","9,500,000.00"
期末现金及现金等价物余额,"73,037,622.44","197,535,516.88","467,261,627.23","524,653,684.50","677,325,188.85","876,872,533.85","768,846,680.33","778,563,732.48","707,706,971.55","714,152,097.71","909,143,787.25","923,034,388.18"
