科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-19,156.66","-132,884.84","935,378.01","131,993.74","245,409.30","-2,584,045.60","-5,322,892.81","-2,537,713.67","-4,774,845.51","-6,332,593.67","-7,241,106.97","-169,252.35","-23,446.45","2,207,218.35","5,348,663.70","3,834,561.52","9,627,003.11","15,354,929.07","22,265,293.80","10,959,303.27","23,732,196.61","36,741,025.96","54,900,906.86","9,846,381.01","22,817,864.97","30,907,053.00","37,884,661.46","10,236,928.56","23,092,646.82","41,352,411.36","52,896,481.51","13,703,788.62","34,285,578.59","49,107,106.22"
三、利润总额,"28,457,070.10","49,317,496.17","61,338,758.30","20,862,185.80","42,918,124.03","70,910,801.60","89,489,797.73","31,839,619.66","77,918,836.55","128,277,353.28","166,418,861.21","39,689,995.06","85,899,118.15","133,049,667.11","148,151,113.18","33,131,765.37","72,782,576.16","95,697,978.43","102,347,567.55","17,735,555.42","38,443,870.48","60,010,494.19","73,261,349.06","30,080,954.10","70,230,819.46","101,014,788.86","131,014,123.31","43,881,908.04","99,448,429.97","139,315,530.80","165,222,220.67","60,454,832.63","98,593,529.05","186,627,095.22"
资产减值损失,"-33,278.98","2,496,889.87","189,020.53","-158,973.44","8,842.92","154,231.61","-75,175.73","237,409.09","389,069.62","595,389.17","-94,412.96","181,973.96","952,000.00","4,650,859.72","7,069,449.00","4,111,614.70","6,786,668.12","7,683,935.02","20,444,822.63","2,916,864.97","3,004,602.98","-742,680.82","10,557,985.08","3,719,205.17","5,934,409.06","9,972,431.78","2,210,939.28","3,153,276.70","8,302,764.86","11,305,912.95","15,471,467.72","13,806,707.29","17,829,742.51","44,219,525.08"
减:所得税,"3,806,154.06","8,030,078.02","8,877,718.20","3,129,327.87","6,437,718.61","10,544,952.82","13,504,971.33","4,746,457.59","11,645,255.18","19,182,152.70","25,019,453.88","6,280,415.14","13,468,400.09","20,586,377.32","24,540,228.44","5,494,861.73","9,147,735.32","11,972,810.78","14,978,762.64","1,332,009.41","3,712,220.61","8,771,389.93","12,570,159.28","3,976,409.22","10,037,867.89","13,867,756.34","21,328,542.59","5,248,772.67","12,841,810.10","18,662,038.29","25,931,908.54","6,882,299.80","12,219,593.45","20,401,705.90"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,"3,309,907.08","-87,378.52","-605,127.47","-920,249.94","-1,234,665.42","-338,236.66","-469,761.13","-607,815.40","2,322,361.04","20,381,220.84","45,399,072.04","101,058,015.57"
四、净利润,"24,650,916.04","41,287,418.15","52,461,040.10","17,732,857.93","36,480,405.42","60,365,848.78","75,984,826.40","27,093,162.07","66,273,581.37","109,095,200.58","141,399,407.33","33,409,579.92","72,430,718.06","112,463,289.79","123,610,884.74","27,636,903.64","63,634,840.84","83,725,167.65","87,368,804.91","16,403,546.01","34,731,649.87","51,239,104.26","60,691,189.78","26,104,544.88","60,192,951.57","87,147,032.52","109,685,580.72","38,633,135.37","86,606,619.87","120,653,492.51","139,290,312.13","53,572,532.83","86,373,935.60","166,225,389.32"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,"-87,378.52","-605,127.47","-920,249.94","-1,234,665.42","-338,236.66","-469,761.13","-607,815.40","-690,879.04","-204,208.98","192,180.56","23,717,602.84"
归属于母公司所有者的净利润,"24,650,916.04","41,287,418.15","52,461,040.10","17,732,857.93","36,480,405.42","60,365,848.78","75,984,826.40","27,093,162.07","66,273,581.37","109,095,200.58","141,628,140.08","33,538,719.89","71,952,826.71","109,278,255.93","122,483,544.57","27,013,324.76","62,413,617.85","83,447,783.53","94,262,125.49","15,956,516.64","34,229,313.01","49,679,586.86","61,324,735.36","20,909,662.25","51,054,594.72","75,826,007.03","100,210,116.62","31,949,016.30","77,760,980.30","114,490,717.09","137,562,649.91","56,156,785.23","94,352,904.51","173,616,248.58"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,"-228,732.75","-129,139.97","477,891.35","3,185,033.86","1,127,340.17","623,578.88","1,221,222.99","277,384.12","-6,893,320.58","447,029.37","502,336.86","1,559,517.40","-633,545.58","5,194,882.63","9,138,356.85","11,321,025.49","9,475,464.10","6,684,119.07","8,845,639.57","6,162,775.42","1,727,662.22","-2,584,252.40","-7,978,968.91","-7,390,859.26"
