科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收到其他与经营活动有关的现金,"6,150,789,942.26","126,601,183.76","809,178,176.02","224,217,037.33","80,574,945.39","239,107,251.66","505,617,770.74","189,611,658.49","317,425,035.04","339,241,508.63","306,240,157.67","274,265,084.80","651,968,294.99","4,100,523,077.44","7,640,644,404.62","4,699,616,492.59","15,792,773,399.81","12,683,928,141.62","11,004,118,520.70","3,107,040,418.04","3,189,706,508.54","2,931,602,109.75","5,408,877,435.88","3,605,190,308.19","3,630,260,107.86","3,224,460,474.20","4,517,041,145.70","1,016,951,710.29","1,573,839,772.53"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,"200,000,000.00",,,,,,,,
经营活动现金流入小计,"7,791,797,570.22","1,607,134,837.13","1,866,325,148.53","572,389,984.66","499,916,344.20","860,378,802.46","1,302,199,665.68","1,370,536,520.45","1,707,037,860.06","1,966,520,477.40","2,237,751,058.20","943,262,089.92","1,966,139,565.15","6,025,354,612.71","10,069,508,710.63","5,717,257,902.18","18,520,900,491.65","18,009,933,037.03","17,599,179,482.07","3,907,429,308.86","6,320,649,268.25","7,827,543,592.59","9,854,097,495.71","4,933,884,077.32","7,480,449,962.56","8,382,949,842.20","9,908,635,951.23","3,359,911,259.70","5,133,241,517.63"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"700,355.38",,,,,,,,,
客户贷款及垫款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计,,,,,"1,740,000,000.00","1,740,000,000.00","1,687,800,000.00",,,,,,,"1,700,000,000.00","5,030,000,000.00","6,764,999,996.80","16,291,019,996.80","21,991,019,996.80","24,127,244,996.80","55,700,355.38","4,970,200,000.00","5,918,320,000.00","9,205,970,000.00","190,070,000.00","5,859,235,930.50","6,051,457,062.58","6,566,580,270.15","401,070,000.00","649,980,000.00"
存放中央银行和同业款项净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偿还债务支付的现金,,,,,,,,,,,,,,,"1,700,000,000.00","1,700,000,000.00","5,200,000,000.00","9,849,380,000.00","12,026,020,000.00","30,000,000.00","4,465,000,000.00","4,556,450,000.00","8,301,450,000.00","1,298,760,000.00","4,765,920,000.00","5,397,670,000.00","6,636,990,000.00","421,900,000.00","784,220,000.00"
支付的手续费及佣金的现金,"70,860,582.24","80,042,508.94","106,007,778.31","14,662,614.45","35,937,585.93","45,674,130.02","70,202,072.25","13,017,085.14","42,480,483.73","65,034,199.05","93,782,305.88","20,338,591.23","47,520,599.92","98,494,781.26","199,157,807.80","104,472,668.84","224,946,512.31","493,473,475.08","679,858,530.17","116,021,078.99","238,363,591.19","417,673,374.54","676,432,833.06","153,581,068.65","324,280,984.38","536,553,421.31","829,058,494.63","166,181,070.79","421,926,841.74"
分配股利、利润或偿付利息支付的现金,,"350,000,000.00",,,,,"540,000,000.00",,,"84,000,000.00","84,000,000.00",,"75,600,000.00","75,600,000.00","95,461,643.84",,"345,917,052.98","361,345,549.14","393,529,366.21","833,424.66","848,316,960.74","1,011,462,889.08","1,184,094,525.87","18,993,871.62","462,263,449.26","628,637,163.03","775,634,537.81","3,392,255.25","241,512,731.20"
购买商品、提供劳务支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"10,400,000.00",,"57,978,693.65","57,978,693.65","5,778,693.65",,,,,,,,,,,,"165,330,184.81",,"83,472,545.31","83,791,038.47",,,"91,100,627.01","91,100,627.01","91,100,627.01",,
支付原保险合同赔付款项的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,,"350,000,000.00","10,400,000.00",,"57,978,693.65","57,978,693.65","545,778,693.65",,,"84,000,000.00","84,000,000.00",,"75,600,000.00","75,600,000.00","1,795,461,643.84","1,700,000,000.00","5,545,917,052.98","10,210,725,549.14","12,584,879,551.02","30,833,424.66","5,396,789,506.05","5,651,703,927.55","9,485,544,525.87","1,317,753,871.62","5,319,284,076.27","6,117,407,790.04","7,503,725,164.82","425,292,255.25","1,025,732,731.20"
支付保单红利的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,,"-350,000,000.00","-10,400,000.00",,"1,682,021,306.35","1,682,021,306.35","1,142,021,306.35",,,"-84,000,000.00","-84,000,000.00",,"-75,600,000.00","1,624,400,000.00","3,234,538,356.16","5,064,999,996.80","10,745,102,943.82","11,780,294,447.66","11,542,365,445.78","24,866,930.72","-426,589,506.05","266,616,072.45","-279,574,525.87","-1,127,683,871.62","539,951,854.23","-65,950,727.46","-937,144,894.67","-24,222,255.25","-375,752,731.20"
支付给职工以及为职工支付的现金,"271,191,217.51","407,504,331.57","427,476,214.43","92,982,996.91","221,978,198.40","295,515,121.32","367,295,162.71","74,848,988.72","164,411,764.12","258,517,979.46","351,871,101.54","82,193,121.45","228,838,474.06","312,190,710.37","431,075,579.88","115,309,881.97","486,720,901.95","726,531,186.18","920,824,920.35","253,988,267.69","957,293,376.73","1,138,573,027.64","1,332,854,995.12","236,549,775.00","1,043,856,758.08","1,234,041,376.20","1,437,881,272.00","246,997,212.20","894,040,699.04"
四、汇率变动对现金的影响,"-13,619.82","-445,122.57","-714,749.25","-12,446.96","60,271.26","100,756.49","-30,783.30","-45,131.70","-262,868.53","-337,648.52","-465,968.09","137,663.37","142,072.94","135,466.19","42,159.31","44,552.25","-6,645.80","686,657.74","1,068,590.05","-111,488.79","375,587.24","505,826.95","1,279,117.75","-118,861.41","-449,290.34","-928,617.73","-1,252,198.18","-774,093.77","237,184.23"
支付的各项税费,"371,102,674.74","240,303,771.79","204,972,075.72","4,846,347.88","38,904,518.52","70,030,956.26","97,492,524.54","12,957,390.12","74,676,756.44","99,745,528.69","158,446,061.70","31,791,364.46","68,382,969.69","104,804,444.63","248,644,453.52","146,403,386.10","419,695,101.68","837,852,857.88","881,539,100.08","228,141,235.45","569,962,122.16","722,291,177.91","941,541,355.17","113,154,556.58","313,063,920.71","431,789,679.29","573,914,059.86","93,646,945.43","217,284,767.38"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"326,031,208.37","3,304,817,860.41","3,776,667,108.16","437,909,321.43","1,069,540,182.82","1,493,035,965.54","1,585,438,226.37","1,656,786,176.94","2,158,829,808.35","2,720,859,522.75","3,013,154,361.73","492,825,479.91","1,001,702,852.53","2,359,047,275.99","5,309,356,864.38","4,472,305,168.23","10,847,284,672.17","8,460,797,530.28","15,216,116,911.60","5,704,610,077.38","9,909,632,050.82","7,490,293,324.70","12,140,625,407.12","4,381,669,706.34","4,578,961,229.68","5,194,381,483.15","6,752,657,245.67","835,535,838.79","3,103,895,917.88"
五、现金及现金等价物净增加额,"6,684,726,661.52","-3,010,325,681.90","-2,721,065,808.99","20,307,045.12","808,941,820.75","594,450,212.95","298,622,971.86","-448,496,653.81","-828,503,903.81","-1,375,107,671.05","-1,694,921,457.58","295,716,973.68","515,795,279.23","4,712,069,584.44","7,087,487,280.53","5,885,345,776.23","17,063,439,292.73","18,986,334,540.00","11,287,377,623.25","-2,432,699,765.40","-6,089,143,525.57","-7,763,488,602.99","-5,635,147,720.46","-1,106,163,626.55","-2,075,983,401.41","-4,349,557,236.51","-5,750,942,439.57","857,520,467.54","74,018,934.23"
经营活动现金流出小计,"1,039,185,682.86","4,108,398,008.49","4,515,123,176.62","550,401,280.67","1,366,360,485.67","1,904,256,173.14","2,120,427,985.87","1,757,609,640.92","2,440,398,812.64","3,144,157,229.95","3,617,253,830.85","627,148,557.05","1,346,444,896.20","2,874,537,212.25","6,188,234,705.58","4,838,491,105.14","11,978,647,188.11","10,518,655,049.42","17,698,339,462.20","6,302,760,659.51","11,675,251,140.90","15,516,793,818.81","15,091,454,590.47","4,884,955,106.57","9,955,028,453.62","12,465,028,873.02","14,363,378,464.96","2,483,547,367.59","4,637,148,226.04"
期初现金及现金等价物余额,"6,538,584,851.39","13,223,311,512.91","10,212,985,831.01","7,491,920,022.02","7,491,920,022.02","7,491,920,022.02","7,491,920,022.02","7,790,542,993.88","7,790,542,993.88","7,790,542,993.88","7,790,542,993.88","6,095,621,536.30","6,095,621,536.30","6,095,621,536.30","6,135,920,918.59","13,223,469,199.21","13,223,469,199.21","13,223,469,199.21","13,223,408,199.12","24,510,785,822.37","24,510,785,822.37","24,510,785,822.37","24,510,785,822.37","18,875,638,101.91","18,875,638,101.91","18,875,638,101.91","18,875,638,101.91","13,124,695,662.34","13,124,695,662.34"
经营活动产生的现金流量净额,"6,752,611,887.36","-2,501,263,171.36","-2,648,798,028.09","21,988,703.99","-866,444,141.47","-1,043,877,370.68","-818,228,320.19","-387,073,120.47","-733,360,952.58","-1,177,636,752.55","-1,379,502,772.65","316,113,532.87","619,694,668.95","3,150,817,400.46","3,881,274,005.05","878,766,797.04","6,542,253,303.54","7,491,277,987.61","-99,159,980.13","-2,395,331,350.65","-5,354,601,872.65","-7,689,250,226.22","-5,237,357,094.76","48,928,970.75","-2,474,578,491.06","-4,082,079,030.82","-4,454,742,513.73","876,363,892.11","496,093,291.59"
期末现金及现金等价物余额,"13,223,311,512.91","10,212,985,831.01","7,491,920,022.02","7,512,227,067.14","8,300,861,842.77","8,086,370,234.97","7,790,542,993.88","7,342,046,340.07","6,962,039,090.07","6,415,435,322.83","6,095,621,536.30","6,391,338,509.98","6,611,416,815.53","10,807,691,120.74","13,223,408,199.12","19,108,814,975.44","30,286,908,491.94","32,209,803,739.21","24,510,785,822.37","22,078,086,056.97","18,421,642,296.80","16,747,297,219.38","18,875,638,101.91","17,769,474,475.36","16,799,654,700.50","14,526,080,865.40","13,124,695,662.34","13,982,216,129.88","13,198,714,596.57"
二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
