科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"211,097,088.57","272,982,404.43","326,480,259.70","169,735,077.47","256,594,139.48","388,540,919.70","72,936,082.39","123,461,117.91","207,764,338.01","333,075,125.36","49,250,889.70","115,234,451.27","196,443,226.39","354,775,432.68","78,299,075.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"939,173.14","38,764.64","28,896,079.46","144,674.64","172,008.65","6,476,180.14","13,519.01","15,778.11","47,296.68","7,517,715.57","12,418,771.47","18,878,694.10","18,908,977.96","18,935,779.55","31,813.45"
支付其他与投资活动有关的现金,"1,085,170.00","222,500.00",,"64,980.84","237,019.76",,,,,,,,,"101,000,000.00",
收到其他与经营活动有关的现金,"1,657,848.98","2,042,708.24","4,135,759.68","1,857,860.32","2,657,622.23","11,362,438.11","2,521,000.16","2,985,447.46","3,594,345.27","9,678,747.14","651,326.15","9,273,058.37","13,849,760.22","20,016,322.79","2,728,814.98"
投资活动现金流出小计,"32,553,603.54","34,346,224.65","32,612,558.78","61,859,983.32","84,743,152.27","115,578,489.44","33,058,596.92","50,389,402.61","57,728,838.53","74,417,760.24","27,906,312.73","47,056,627.96","91,156,752.54","211,434,769.56","12,284,744.63"
经营活动现金流入小计,"213,694,110.69","275,063,877.31","359,512,098.84","171,737,612.43","259,423,770.36","406,379,537.95","75,470,601.56","126,462,343.48","211,405,979.96","350,271,588.07","62,320,987.32","143,386,203.74","229,201,964.57","393,727,535.02","81,059,703.46"
投资活动产生的现金流量净额,"-29,124,532.24","-33,993,224.65","-27,806,581.78","-61,859,983.32","-84,743,152.27","-115,568,683.62","-33,058,596.92","-50,389,402.61","-57,728,838.53","-74,417,760.24","-27,869,642.83","-47,020,127.96","-89,754,129.00","-108,891,855.76","-12,284,744.63"
购买商品、接受劳务支付的现金,"89,742,775.76","123,830,030.35","171,817,576.79","87,176,100.47","164,459,965.82","180,590,603.80","47,134,881.19","105,914,576.43","157,583,366.35","188,238,423.49","46,127,466.04","93,939,517.37","146,437,473.67","186,851,609.39","60,293,427.86"
吸收投资收到的现金,,,,,,,"313,250,000.00","313,250,000.00","313,250,000.00","313,250,000.00",,,"108,757,040.00","108,757,040.00",
支付给职工以及为职工支付的现金,"28,269,883.77","35,677,971.25","38,886,363.47","23,727,989.12","34,286,894.20","44,339,553.40","21,075,618.02","27,761,154.96","38,698,170.83","56,187,312.09","23,114,374.93","36,780,399.12","51,849,331.40","67,805,395.72","28,367,187.93"
取得借款收到的现金,"18,000,000.00","10,000,000.00",,,,,,,,,,,,,
