科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"360,117.62","1,438,235.46","535,532.81","799,511.13","-20,232.24","78,640.04","-1,060,479.30","-8,554,240.68","-1,083,064.35","-5,517,803.80","-7,439,537.60","-8,894,864.71","-821,195.30","-4,114,638.63","-6,675,524.53","-7,452,830.15","-582,619.77","-2,197,544.34","-2,697,022.05","-3,243,721.19","-802,531.50","-1,681,159.02","-3,711,899.14","-6,831,945.34","-846,472.05","-448,477.37","-459,004.89","-1,223,993.73","-308,793.93","-253,889.43","125,611.09","23,117.82","1,087,128.68","2,045,240.40","3,040,801.66","1,825,872.89","8,930,329.76"
三、利润总额,"33,787,743.17","47,702,919.81","37,958,083.92","55,405,661.90","8,911,800.08","23,431,580.23","36,215,873.09","50,921,604.89","10,486,748.84","22,196,869.60","34,748,393.85","47,642,878.94","8,796,521.17","19,412,377.32","30,055,089.92","40,736,065.59","50,077,347.64","61,630,534.15","79,126,185.36","83,418,095.63","11,380,072.87","16,985,646.01","19,894,815.99","59,681,993.41","8,323,389.01","18,608,627.49","18,625,608.57","16,419,241.04","6,541,022.07","18,389,943.99","24,565,487.67","26,341,085.43","12,776,050.14","33,424,326.87","47,408,977.89","54,795,904.67","30,635,050.75"
资产减值损失,"603,810.35","2,231,483.38","933,107.47","2,177,612.25","465,347.71","1,167,018.60","3,662,457.90","6,072,163.26","-391,440.04","2,081,976.98","3,913,549.20","5,543,046.78","-263,483.97","177,475.76","1,024,162.52","3,264,277.04","840,558.49","2,119,256.08","2,898,247.28","8,885,861.00","3,510,463.54","4,447,709.78","5,110,058.92","10,600,817.53","-2,524,348.21","1,659,097.15","6,606,656.07","13,020,129.58","-2,261,343.96","2,180,041.74","5,156,537.36","11,210,893.93","-3,962,116.65","-1,602,634.95","-280,444.02","7,362,249.95","108,547.98"
减:所得税,"11,211,944.13","6,956,464.50","5,299,816.91","7,885,399.24","1,266,967.86","3,168,513.17","5,106,076.25","7,460,228.86","1,303,049.11","3,609,936.88","5,597,617.52","6,664,182.22","1,022,002.06","2,531,652.22","4,904,162.79","4,828,721.27","7,221,553.92","8,486,422.69","11,404,072.30","12,392,145.27","1,535,214.87","2,404,236.76","2,735,586.12","9,412,883.56","1,201,630.91","2,425,021.71","2,456,683.67","2,110,939.91","984,747.74","2,815,901.62","3,481,078.21","3,623,934.30","1,939,814.09","4,831,622.25","6,771,123.86","7,311,053.10","2,327,018.34"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,,"25,023,659.67","1,685,372.72","5,455,276.25","8,844,269.20","3,051,638.20","2,431,178.30","4,307,449.87","6,273,603.94","7,595,275.16","1,325,288.20","1,541,232.59","1,781,900.40","3,381,137.31","25,441,518.24"
四、净利润,"22,575,799.04","40,746,455.31","32,658,267.01","47,520,262.66","7,644,832.22","20,263,067.06","31,109,796.84","43,461,376.03","9,183,699.73","18,586,932.72","29,150,776.33","40,978,696.72","7,774,519.11","16,880,725.10","25,150,927.13","35,907,344.32","42,855,793.72","53,144,111.46","67,722,113.06","71,025,950.36","9,844,858.00","14,581,409.25","17,159,229.87","50,269,109.85","7,121,758.10","16,183,605.78","16,168,924.90","14,308,301.13","5,556,274.33","15,574,042.37","21,084,409.46","22,717,151.13","10,836,236.05","28,592,704.62","40,637,854.03","47,484,851.57","28,308,032.41"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.56,,,,"331,914.87",
归属于母公司所有者的净利润,"21,604,196.68","40,746,455.31","32,658,267.01","47,520,262.66","7,644,832.22","20,263,067.06","31,109,796.84","44,332,576.52","8,765,384.95","17,612,877.65","28,547,877.20","40,740,043.21","8,015,079.32","17,382,089.87","26,307,917.60","35,903,720.89","43,284,451.03","53,490,340.16","67,844,874.61","71,627,808.23","10,619,729.90","15,504,366.32","18,567,176.84","53,290,263.63","7,421,745.55","16,480,052.36","16,860,197.89","15,326,421.98","5,556,274.33","15,574,042.37","21,084,409.46","22,717,151.13","10,835,857.75","28,591,493.31","40,635,706.27","47,481,831.09","28,307,467.12"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
少数股东损益,"971,602.36",,,,,,,"-871,200.49","418,314.78","974,055.07","602,899.13","238,653.51","-240,560.21","-501,364.77","-1,156,990.47","3,623.43","-428,657.31","-346,228.70","-122,761.55","-601,857.87","-774,871.90","-922,957.07","-1,407,946.97","-3,021,153.78","-299,987.45","-296,446.58","-691,272.99","-1,018,120.85",,,,,378.30,"1,211.31","2,147.76","3,020.48",565.29
