科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,099,988.70","4,931,606.59","698,453.14","2,748,452.16","413,854.29","616,051.52","695,726.53","-2,514,000.14","-1,959,287.75","-4,980,185.82","-7,536,776.09","-9,571,311.41","-2,531,879.26","-4,462,940.85","-5,797,992.47","-7,019,543.14","-2,024,913.00","-3,447,657.14","-4,893,946.03","-7,446,738.30","-1,079,431.37","-1,920,684.89","-2,985,484.91","-3,872,529.72","-18,132.47","406,430.76","583,128.59","-1,949,557.42","-3,482,704.95","-6,214,679.62","-6,712,376.10","-7,295,805.21","-1,028,338.85","-2,153,063.82","-2,702,058.81","-3,053,594.88","-1,178,018.80","-2,379,690.86","-3,784,297.59","-4,734,986.21","-1,918,058.52"
三、利润总额,"42,899,769.60","52,224,778.40","-14,154,681.58","57,076,630.94","-10,843,059.77","-21,285,777.55","-21,379,909.36","63,207,023.71","-9,574,500.70","-27,744,807.29","-38,129,459.17","71,375,924.85","-33,052,726.47","-35,418,214.50","-40,284,367.94","88,992,709.15","-42,494,024.96","-56,607,348.38","-47,841,483.94","132,264,230.33","-35,549,648.49","-46,937,342.62","-21,853,716.74","205,029,461.71","-10,871,099.72","16,358,106.48","49,564,531.66","296,737,276.73","2,253,371.02","8,090,859.18","55,731,263.94","298,271,298.08","-10,894,338.71","-31,791,316.34","28,784,052.36","469,979,079.33","12,359,673.00","4,030,013.51","90,030,715.78","599,680,098.63","-55,746,301.64"
资产减值损失,"2,227,761.77","1,389,308.97",,"2,771,230.66",,"553,132.24","1,019,288.82","2,836,040.06","1,256,588.27","2,982,912.11","5,091,270.81","6,441,645.37","1,532,083.16","3,723,612.24","3,913,050.27","16,639,030.78","7,410,124.59","8,560,006.68","7,485,847.47","12,901,089.36","2,852,221.56","2,883,318.81","5,924,382.41","29,301,412.68","2,567,545.73","8,021,860.11","14,324,674.49","27,451,238.57","8,923,822.08","12,892,655.65","15,310,576.23","112,090,893.39","3,132,647.83","10,772,078.52","20,141,802.42","108,857,380.71","7,309,833.60","7,942,493.52","11,684,743.39","37,877,678.38","4,721,962.66"
减:所得税,"3,860,569.54","5,083,645.96","-4,825,590.76","4,161,753.45","-3,743,136.55","-6,150,252.32","-6,128,354.84","1,429,379.79","-3,415,322.83","-3,543,545.58","-5,988,598.42","11,078,437.05","-5,371,774.87","-7,496,217.64","-6,341,180.45","15,367,918.14","-4,838,515.55","-15,552,252.91","-15,760,198.89","9,868,711.26","-6,658,094.60","-8,276,548.27","-3,417,737.27","22,908,489.85","1,616,408.38","8,094,858.32","3,580,308.86","41,611,825.96","8,095,761.92","2,708,018.19","8,911,504.75","37,077,917.93","-2,045,843.98","-27,858,837.87","-20,306,353.34","27,273,200.29","651,026.02","-11,853,123.80","-17,737,561.30","39,554,629.94","-11,737,054.34"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-880,987.74","205,522.47",,"-599,594.08",,"-571,417.08","-1,070,240.51","55,533.54","-923,539.08","-1,008,156.12","-1,361,585.41","964,949.53","-1,242,395.62","-1,798,952.49","-2,647,057.06","1,765,302.86","-3,788,192.37","-7,303,891.36","-9,169,119.99","-2,185,020.97","-1,584,866.60","292,077.74","172,526.14","10,160,085.97","964,797.42","14,666,006.53","14,848,455.80","21,048,754.16","-1,656,476.09","-7,775,408.61","-4,373,730.91","-2,995,036.35","1,012,161.94","9,860,972.68","17,326,663.00","23,475,120.55","85,349,679.09","87,225,515.82","87,467,686.17","95,793,032.88","1,935,091.97"
四、净利润,"39,039,200.06","47,141,132.44","-9,329,090.82","52,914,877.49","-7,099,923.22","-15,135,525.23","-15,251,554.52","61,777,643.92","-6,159,177.87","-24,201,261.71","-32,140,860.75","60,297,487.80","-27,680,951.60","-27,921,996.86","-33,943,187.49","73,624,791.01","-37,655,509.41","-41,055,095.47","-32,081,285.05","122,395,519.07","-28,891,553.89","-38,660,794.35","-18,435,979.47","182,120,971.86","-12,487,508.10","8,263,248.16","45,984,222.80","255,125,450.77","-5,842,390.90","5,382,840.99","46,819,759.19","261,193,380.15","-8,848,494.73","-3,932,478.47","49,090,405.70","442,705,879.04","11,708,646.98","15,883,137.31","107,768,277.08","560,125,468.69","-44,009,247.30"
其中:对联营企业和合营企业的投资权益,"-880,987.74","83,554.40",,"-599,594.08",,"-571,417.08","-1,070,240.51","55,533.54","-923,539.08","-1,008,156.12","-1,361,585.41","964,949.53","-1,242,395.62","-1,798,952.49","-2,647,057.06","1,238,901.06","-3,788,192.37","-7,303,891.36","-9,169,119.99","-2,185,020.97","-3,596,592.50","-7,966,133.35","-11,881,612.60","-4,847,740.97","-3,313,538.55","-6,270,608.75","-8,998,440.58","-4,473,585.69","-3,960,398.34","-11,467,893.32","-13,672,478.22","-14,900,084.96","-2,576,032.43","-10,081,985.99","11,217,623.22","2,483,289.49","102,705.73","-472,779.95","-636,569.55","329,971.94","-397,976.99"
归属于母公司所有者的净利润,"39,039,200.06","47,345,894.93","-9,098,136.82","51,874,124.04","-6,796,004.67","-14,540,032.66","-15,577,098.54","59,949,557.03","-5,810,997.27","-23,491,692.26","-31,431,291.30","61,005,637.19","-27,626,281.89","-27,727,024.57","-33,666,879.21","73,645,974.76","-37,655,509.41","-41,055,095.47","-32,081,285.05","122,395,519.07","-28,891,553.89","-38,660,794.35","-18,435,979.47","170,366,658.53","-9,919,543.32","17,633,734.09","50,825,511.75","244,127,162.03","-5,286,318.54","5,695,728.93","47,130,997.53","265,171,908.57","-6,710,205.96","-157,437.15","55,138,189.65","451,891,976.71","16,325,352.34","23,298,685.33","118,306,049.86","568,954,318.90","-40,511,495.65"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"-204,762.49","-230,954.00","1,040,753.45","-303,918.55","-595,492.57","325,544.02","1,828,086.89","-348,180.60","-709,569.45","-709,569.45","-708,149.39","-54,669.71","-194,972.29","-276,308.28","-21,183.75",,,,,,,,"11,754,313.33","-2,567,964.78","-9,370,485.93","-4,841,288.95","10,998,288.74","-556,072.36","-312,887.94","-311,238.34","-3,978,528.42","-2,138,288.77","-3,775,041.32","-6,047,783.95","-9,186,097.67","-4,616,705.36","-7,415,548.02","-10,537,772.78","-8,828,850.21","-3,497,751.65"
