科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"212,244,541.46","200,530,527.02","217,473,363.21","108,997,297.68","166,393,483.01","222,946,063.33","62,701,335.25","141,071,709.74","213,955,997.48","331,479,260.25","92,794,578.47","196,098,849.49"
取得子公司及其他营业单位支付的现金净额,,,,,,,"88,594,330.14","76,594,330.14","76,594,330.14","63,112,226.14",,
收到的税费返还,"17,163,629.14","17,707,539.00","21,916,554.37","7,392,692.24","14,718,313.56","19,170,042.98","5,764,019.26","11,505,118.27","18,244,890.31","28,785,709.80","11,805,832.10","20,776,576.80"
支付其他与投资活动有关的现金,,"3,268,530.33","17,960,746.09",,,"4,568,242.16",,"6,818,350.00","6,818,350.00","6,818,350.00",,
收到其他与经营活动有关的现金,"30,780,557.20","35,204,910.76","41,132,702.75","19,982,186.29","30,177,281.12","32,326,399.64","12,679,683.84","16,376,840.93","31,156,314.50","33,639,044.53","7,374,489.74","20,605,279.65"
投资活动现金流出小计,"19,395,247.09","11,835,123.59","26,311,431.96","22,905,328.36","25,322,814.32","236,087,585.87","212,492,739.14","358,291,814.22","627,841,554.25","748,176,797.21","79,276,598.00","118,861,238.55"
经营活动现金流入小计,"260,188,727.80","253,442,976.78","280,522,620.33","136,372,176.21","211,289,077.69","274,442,505.95","81,145,038.35","168,953,668.94","263,357,202.29","393,904,014.58","111,974,900.31","237,480,705.94"
投资活动产生的现金流量净额,"-19,390,835.33","-11,620,396.54","-25,642,145.40","-4,415,705.96","-6,742,677.86","-148,086,530.64","-39,679,736.39","-68,392,836.15","-49,247,118.87","-13,561,639.24","-53,974,303.48","-70,564,630.90"
购买商品、接受劳务支付的现金,"148,830,731.55","112,118,221.13","154,170,107.73","62,466,316.62","105,597,314.82","129,750,953.89","40,736,658.93","102,782,751.43","159,224,336.02","259,863,490.07","72,379,688.93","148,518,359.12"
吸收投资收到的现金,,,,,"190,750,000.00","190,750,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,
支付给职工以及为职工支付的现金,"29,434,799.38","32,187,268.09","36,299,993.22","18,900,990.30","28,148,301.57","37,422,194.20","13,065,163.92","27,185,616.12","43,842,253.93","62,303,632.82","18,967,153.03","39,283,438.23"
取得借款收到的现金,,,,,,,,,,,,
支付的各项税费,"7,858,443.85","10,117,734.14","7,593,323.62","5,617,454.58","8,143,488.29","10,181,744.43","2,179,332.77","3,943,907.05","5,631,048.49","6,954,637.59","1,221,608.22","2,705,136.62"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
