科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"160,257,864.07","156,812,569.18","157,253,982.25","27,789,689.25","78,156,613.24","104,604,684.12","129,178,866.34","32,509,217.36","74,002,207.59","96,363,227.09","137,685,926.82","36,629,100.13","85,662,113.89","119,772,842.44","143,853,440.54","27,807,413.78"
二、营业利润,"36,628,604.39","39,454,934.60","41,362,204.10","6,447,540.20","19,257,233.14","22,433,415.36","26,041,211.80","4,018,482.94","11,851,224.41","10,750,499.70","17,834,041.04","2,241,708.54","10,825,602.61","10,859,775.01","13,326,342.31","3,619,095.59"
减:营业成本,"94,532,407.94","92,969,497.00","90,314,040.57","14,929,145.18","45,890,494.31","61,011,366.63","74,933,551.84","21,439,424.54","45,469,556.28","63,442,795.14","89,562,511.66","21,436,180.07","58,786,893.16","86,492,398.81","97,129,926.67","16,744,725.68"
加:补贴收入,,,,,,,,,,,,,,,,
营业税金及附加,"1,164,164.18","1,021,825.80","554,845.60","82,246.70","139,834.09","190,935.19","262,561.88","67,446.31","136,007.30","177,382.03","1,356,948.65","527,290.18","1,156,485.86","1,677,026.53","2,228,010.98","607,673.94"
营业外收入,"1,145,920.00","811,517.95","1,610,000.00","64,875.00","98,350.00","684,725.00","9,124,462.38","725,315.35","1,275,310.35","11,924,061.17","19,295,622.43","608,267.50","3,361,554.97","5,154,949.60","2,000,001.08","4,560.00"
销售费用,"3,873,431.37","3,145,012.42","3,632,575.51","540,861.10","1,550,965.41","2,448,458.19","3,043,686.06","771,826.89","1,471,811.16","2,100,697.49","2,773,450.20","476,958.73","1,271,903.75","2,016,433.40","2,849,246.23","698,852.92"
减:营业外支出,"1,496.61","5,000.00","15,803.01",,,,,,,"10,000.00","35,806.62","7,757.70","10,502.70","10,502.70","223,537.79",
管理费用,"20,983,022.68","18,441,276.60","18,533,069.66","3,834,224.96","7,607,170.33","14,234,341.28","21,780,036.09","4,943,560.62","12,870,743.77","17,839,706.34","21,942,447.42","4,358,973.95","10,230,090.22","13,850,447.78","23,364,427.55","4,114,947.35"
其中:非流动资产处置净损失,,,"15,720.48",,,,,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,
财务费用,"3,557,039.07","1,359,518.69","2,059,568.64","685,482.67","1,616,285.52","2,141,329.00","2,289,248.53","34,991.26","416,142.06","1,331,296.88","2,182,781.16","543,018.16","1,483,042.51","2,754,743.12","4,247,067.22","1,437,119.61"
三、利润总额,"37,773,027.78","40,261,452.55","42,956,401.09","6,512,415.20","19,355,583.14","23,118,140.36","35,165,674.18","4,743,798.29","13,126,534.76","22,664,560.87","37,093,856.85","2,842,218.34","14,176,654.88","16,004,221.91","15,102,805.60","3,623,655.59"
资产减值损失,"-480,805.56","420,504.07","797,678.17","1,270,188.44","2,094,630.44","2,144,838.47","828,570.14","1,233,484.80","1,786,722.61","720,849.51","2,033,746.69","1,044,970.50","1,908,095.78","2,122,017.79","5,100,413.92","1,240,400.51"
减:所得税,"5,752,940.63","6,437,962.86","6,944,817.84","1,312,407.51","3,398,446.77","4,035,749.92","6,102,706.61","826,424.92","2,259,056.60","3,705,126.22","5,756,212.43","375,280.73","2,941,750.26","3,421,476.26","2,577,056.56","495,602.48"
加:公允价值变动净收益,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,
四、净利润,"32,020,087.15","33,823,489.69","36,011,583.25","5,200,007.69","15,957,136.37","19,082,390.44","29,062,967.57","3,917,373.37","10,867,478.16","18,959,434.65","31,337,644.42","2,466,937.61","11,234,904.62","12,582,745.65","12,525,749.04","3,128,053.11"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"32,020,087.15","33,823,489.69","36,011,583.25","5,200,007.69","15,957,136.37","19,082,390.44","29,062,967.57","3,917,373.37","10,867,478.16","18,959,434.65","31,337,644.42","2,466,937.61","11,234,904.62","12,582,745.65","12,525,749.04","3,128,053.11"
影响营业利润的其他科目,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,
