科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"13,237,451,172.33","6,281,376,000.18","9,563,219,249.20","1,942,864,244.16","3,588,680,568.97","5,725,215,685.62","8,899,978,593.27","1,906,349,391.67","3,394,839,304.62","4,341,811,673.32","6,230,343,087.31","1,574,431,733.53","3,394,593,061.36","4,512,502,271.91","5,883,199,398.61","1,789,822,420.16","3,635,898,430.55","5,417,639,938.57","7,166,536,335.63","2,140,649,203.92","4,319,731,665.21","7,180,150,192.89","12,062,303,844.09","4,908,690,788.45","14,644,251,806.44","19,882,270,021.48","26,261,939,871.49","3,389,450,897.53","7,355,772,624.15","12,216,017,845.11","16,917,019,401.49","3,784,422,746.27","8,116,591,839.03","12,778,187,982.90","21,108,534,070.71","4,289,557,776.25"
提取保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息净收入,"428,231,993.47","708,030,245.04","678,648,013.36","200,535,875.21","443,389,573.54","691,189,349.17","971,491,751.17","271,769,516.01","560,226,809.06","933,975,012.74","1,254,418,121.69","263,919,624.44","544,839,539.45","844,174,344.98","1,144,477,496.41","289,131,629.09","638,945,600.23","996,097,631.76","1,325,752,706.39","333,184,626.11","658,657,926.99","1,551,090,838.03","2,384,809,745.78","1,061,295,236.31","2,769,331,690.69","3,671,272,939.97","4,081,490,601.66","652,863,863.61","1,547,841,531.48","2,463,879,990.18","3,484,458,370.56","673,726,630.48","1,721,777,147.97","2,436,488,233.36","3,599,823,799.09","697,575,292.56"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,877,945,629.77",,,,"9,348,923,130.18",
保单红利支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,393,487,259.21",,,,"5,749,099,331.09",
分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金净收入,"8,990,003,262.71","5,695,382,516.45","8,122,857,825.27","1,511,299,042.37","3,181,334,858.86","4,598,346,776.65","7,118,586,847.59","1,515,206,897.32","2,649,935,404.17","3,622,929,085.69","4,532,910,922.33","915,220,815.85","1,852,149,540.12","2,648,864,128.58","3,524,319,111.01","1,209,557,663.09","2,169,323,054.91","3,511,574,857.28","4,825,067,780.04","1,249,973,755.17","2,357,671,496.16","3,808,130,387.10","6,477,278,197.87","2,577,208,741.31","7,969,997,167.12","11,324,653,114.89","14,524,816,131.53","2,121,535,288.68","3,977,792,106.30","5,812,835,853.41","8,848,252,723.04","2,048,036,245.17","3,901,053,668.74","6,313,208,405.23","8,682,157,968.25","1,984,356,709.01"
营业税金及附加,"616,213,727.37","325,332,313.06","468,567,115.31","93,393,602.32","179,964,455.41","272,845,997.67","444,957,525.79","97,218,922.60","178,543,964.93","228,465,072.88","314,660,014.83","69,361,194.23","157,878,384.18","223,203,513.78","300,353,521.95","89,066,934.97","188,890,011.50","303,056,738.75","429,371,085.98","124,160,730.82","238,957,477.60","397,676,404.58","660,139,802.02","330,416,356.93","921,431,417.06","1,355,012,918.10","1,722,544,147.76","231,200,456.32","343,743,698.03","383,279,790.70","450,613,162.36","27,203,587.41","67,566,748.85","106,658,621.10","152,407,623.70","34,165,880.79"
