科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"283,587,947.99","521,011,426.19","668,166,780.65","263,359,991.54","381,391,500.00","568,245,934.40","103,070,932.57","305,827,692.91","503,264,840.65","785,566,458.74","240,680,202.65","560,631,501.48","847,140,206.96","1,052,277,111.94","287,321,415.48"
二、营业利润,"54,924,641.73","195,951,604.61","218,232,276.88","59,345,883.18","81,350,600.00","114,425,412.46","4,555,515.45","28,722,279.01","48,989,563.05","103,243,457.68","34,068,131.08","87,317,697.50","122,211,723.23","149,935,069.27","37,751,064.54"
减:营业成本,"199,504,844.76","278,943,270.18","372,528,429.33","161,549,063.44",,"377,218,325.83","82,374,265.59","242,812,199.14","407,065,593.90","602,944,055.10","165,554,340.05","401,546,333.16","633,508,518.82","784,757,310.09","222,184,555.99"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"803,557.63","2,645,289.42","3,811,403.70","1,015,915.00",,"5,576,285.47","1,070,505.89","3,667,249.25","5,858,349.64","8,723,162.41","1,588,283.27","3,788,919.78","5,322,744.60","6,870,865.82","1,183,386.80"
营业外收入,"1,155,022.83","1,816.00","248,688.93","487,684.54",,"1,717,804.53","323,087.50","831,460.00","1,674,842.50","820,176.87","6,234.95","6,234.95",500.12,"7,336.11","9,400.00"
销售费用,"2,397,690.56","4,346,964.90","5,839,083.61","2,838,352.57",,"5,995,086.14","2,615,474.58","5,436,962.42","8,086,715.38","11,194,004.27","2,602,648.96","6,529,931.89","8,711,044.39","9,971,597.00","2,000,611.80"
减:营业外支出,"90,629.13","1,910,710.57","537,553.58","101,142.65",,"290,472.73","210,698.15","300,629.83","419,906.83","796,273.62",,"23,676.02","26,676.02","395,602.18","17,367.27"
管理费用,"16,199,340.84","31,738,367.86","48,908,783.46","26,994,612.80",,"49,389,410.55","11,525,712.08","29,293,483.84","44,937,414.44","71,894,186.01","25,061,547.92","58,510,100.62","43,410,951.01","66,951,383.50","16,743,773.34"
其中:非流动资产处置净损失,,"1,583,333.37","84,814.86",,,"13,710.81",,"136,698.15",,,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"5,830,859.80","8,318,122.85","14,143,242.20","7,738,139.12",,"14,416,349.64","-281,389.39","1,531,019.47","-3,181,064.74","8,375,318.72","1,534,084.60","8,726,536.29","15,361,484.87","23,067,056.32","5,875,099.11"
三、利润总额,"55,989,035.43","194,042,710.04","217,943,412.23","59,732,425.07","81,764,700.00","115,852,744.26","4,667,904.80","29,253,109.18","50,244,498.72","103,267,360.93","34,074,366.03","87,300,256.43","122,185,547.33","149,546,803.20","37,743,097.27"
资产减值损失,"3,927,012.67","-932,193.63","4,703,561.47","3,878,025.43",,"1,225,064.31","2,351,012.75","1,161,223.95","4,311,879.54","2,483,887.71","14,620,852.16","5,541,377.72","5,844,987.21","1,198,245.42","2,996,592.40"
减:所得税,"14,427,436.17","28,288,325.26","32,076,136.63","10,793,273.57",,"19,504,726.98","1,394,539.60","4,693,054.35","9,985,885.18","17,512,282.60","4,124,042.94","16,709,234.77","21,474,351.19","22,597,349.05","5,833,937.21"
加:公允价值变动净收益,,,,,,,,,,,,,,"1,568,226.03","2,319,345.20"
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,,,,,,,"1,140,164.38","6,238,469.17","12,803,610.56","21,141,699.31","4,064,301.36","10,764,883.95","19,391,950.66","25,150,293.49","3,049,536.23"
四、净利润,"41,561,599.26","165,754,384.78","185,867,275.60","48,939,151.50","67,132,300.00","96,348,017.28","3,273,365.20","24,560,054.83","40,258,613.54","85,755,078.33","29,950,323.09","70,591,021.66","100,711,196.14","126,949,454.15","31,909,160.06"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,"1,250,738.12",,,,"1,234,809.90","384,394.31"
归属于母公司所有者的净利润,"41,561,599.26","165,754,384.78","187,044,570.41","52,661,955.82","72,367,800.00","101,176,690.30","4,328,945.07","27,924,982.41","45,126,620.60","92,001,754.66","29,576,795.74","69,955,208.74","99,769,577.06","126,848,545.88","32,045,197.48"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,"-1,177,294.81","-3,722,804.32",,"-4,828,673.02","-1,055,579.87","-3,364,927.58","-4,868,007.06","-6,246,676.33","373,527.35","635,812.92","941,619.08","100,908.27","-136,037.42"
