科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,447,712.12","9,005,438.69","7,094,522.23","10,474,737.88","10,456,912.18","-1,392,701.68","-4,866,303.47","-6,810,460.56","-12,259,954.69","-2,964,972.14","-7,925,444.79","-10,024,499.61","-8,005,462.64","9,047,551.21","23,552,570.79","41,709,989.29","61,128,389.59","19,018,242.40","37,317,674.83","57,596,764.99","73,467,194.35","16,330,435.55","47,217,753.60","72,118,272.32","98,828,042.60","33,772,928.02","66,306,554.93","101,020,204.25","142,358,855.50","50,931,602.85","129,761,420.00","189,487,843.72","280,836,263.29","59,356,069.55","132,202,866.43","216,926,267.54"
三、利润总额,"58,333,018.37","83,937,571.69","43,212,579.77","48,733,300.36","115,403,383.61","13,219,488.89","23,137,700.71","97,624,273.94","190,340,079.76","49,446,849.20","82,722,223.16","128,365,370.25","273,306,930.70","40,416,872.02","118,886,118.78","159,917,717.09","320,984,628.76","217,139,346.75","540,679,089.10","549,057,321.47","897,765,393.77","491,748,526.02","558,907,050.94","654,443,805.44","1,279,102,251.11","370,182,209.63","731,038,219.51","949,992,403.78","1,496,429,556.83","375,179,058.82","458,976,263.37","938,762,273.83","1,287,764,537.68","-51,264,070.21","633,381,452.94","829,916,273.47"
资产减值损失,"1,475,614.55","19,992,753.09","9,326,368.17","9,412,761.03","13,397,444.31","1,215,707.05","2,069,126.13","3,605,655.68","13,096,678.07","-1,117,312.66","2,344,780.62","3,043,637.36","12,165,521.61","-369,220.35","1,848,237.73","6,213,498.69","42,586,924.69","-691,123.59","2,524,099.54","9,141,010.14","84,357,007.16","-10,599,291.56","-2,467,316.42","2,395,427.22","29,929,851.55","-62,961,968.30","-64,726,452.54","-39,584,063.50","18,247,740.93","-10,071,560.10","1,466,455.60","11,915,808.22","74,460,542.24","-15,018,133.07","-21,647,912.31","-26,545,911.69"
减:所得税,"88,461.23","15,873,035.56","11,578,144.52","13,818,124.84","31,427,789.88","3,792,885.81","-3,753,695.73","13,335,338.28","40,330,383.84","11,378,537.55","18,395,412.92","25,875,105.24","67,886,682.63","13,554,833.63","16,520,286.26","29,003,277.09","80,276,400.37","57,294,637.93","138,475,365.22","138,359,575.83","224,616,374.07","122,159,997.59","123,553,690.49","137,007,724.43","244,733,992.33","82,772,135.06","130,311,274.93","192,780,059.51","278,194,632.38","89,014,719.37","100,933,697.14","200,889,428.94","293,812,321.51","13,133,645.99","111,864,455.56","161,389,776.14"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"-1,297,741.57","-3,156,820.67","-3,213,808.57","-2,717,091.36","-14,088.06","-36,372.29","883,233.83","1,034,903.51","3,682,098.51","5,112,466.84","8,047,455.91","5,944,709.87","2,180,258.78","55,381,857.76","57,011,926.89","56,175,197.55","1,881,684.17","331,027,234.45","336,859,128.83","373,926,030.22","487,374,051.25","495,280,665.34","491,758,756.75","425,849,259.41","199,916,973.96","377,100,746.02","611,429,168.84","626,846,436.47","290,934,934.38","304,298,098.68","741,960,367.08","1,119,154,979.97","24,315,326.21","541,478,955.17","686,705,669.89"
四、净利润,"58,244,557.14","68,064,536.13","31,634,435.25","34,915,175.52","83,975,593.73","9,426,603.08","26,891,396.44","84,288,935.66","150,009,695.92","38,068,311.65","64,326,810.24","102,490,265.01","205,420,248.07","26,862,038.39","102,365,832.52","130,914,440.00","240,708,228.39","159,844,708.82","402,203,723.88","410,697,745.64","673,149,019.70","369,588,528.43","435,353,360.45","517,436,081.01","1,034,368,258.78","287,410,074.57","600,726,944.58","757,212,344.27","1,218,234,924.45","286,164,339.45","358,042,566.23","737,872,844.89","993,952,216.17","-64,397,716.20","521,516,997.38","668,526,497.33"
其中:对联营企业和合营企业的投资权益,,"-1,297,741.57","-3,156,820.67","-3,213,808.57","-2,717,091.36","-14,088.06","-36,372.29","883,233.83","1,034,903.51","3,682,098.51","5,112,466.84","8,047,455.91","6,119,709.87","2,180,258.78","55,381,857.76","57,011,926.89","-662,152.63","1,881,684.17","-2,636,961.27","2,223,832.81","26,167,853.79","1,107,331.74","16,132,650.16","23,177,476.55","32,764,138.60","9,531,245.74","12,113,827.56","10,484,174.88","13,755,688.75","23,160,576.28","31,650,492.86","64,687,645.58","88,949,385.45","24,282,038.53","45,035,770.67","81,869,845.53"
归属于母公司所有者的净利润,"58,244,557.14","68,064,536.13","32,028,747.72","35,756,326.77","84,552,593.53","10,088,253.97","28,276,654.10","85,056,847.03","149,205,362.61","36,650,490.94","63,649,052.57","102,339,345.03","202,898,504.85","28,745,655.48","105,498,525.28","134,256,245.68","244,426,523.70","160,622,517.73","403,069,774.45","411,980,211.69","665,402,266.79","369,302,416.02","417,384,819.58","454,913,043.57","896,662,321.62","244,491,682.74","503,896,621.98","614,082,678.84","976,143,690.80","262,498,197.66","302,778,150.50","622,268,579.97","808,134,026.02","-68,415,078.43","430,313,709.46","601,421,692.49"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-394,312.47","-841,151.25","-576,999.80","-661,650.89","-1,385,257.66","-767,911.37","804,333.31","1,417,820.71","677,757.67","150,919.98","2,521,743.22","-1,883,617.09","-3,132,692.76","-3,341,805.68","-3,718,295.31","-777,808.91","-866,050.57","-1,282,466.05","7,746,752.91","286,112.41","17,968,540.87","62,523,037.44","137,705,937.16","42,918,391.83","96,830,322.60","143,129,665.43","242,091,233.65","23,666,141.79","55,264,415.73","115,604,264.92","185,818,190.15","4,017,362.23","91,203,287.92","67,104,804.84"
