科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"492,013,579.12","476,994,146.31","486,213,484.25",,"259,656,511.53","379,805,759.89","549,241,812.95","146,464,817.52","292,635,513.43","626,153,513.51","886,907,229.73","337,849,465.18","567,891,143.49","1,092,326,431.22","1,264,556,556.84","566,114,141.41"
取得子公司及其他营业单位支付的现金净额,,,,,,"66,998,363.52","66,998,363.52",,"520,364,531.44","757,596,481.44","774,922,642.01","161,422,359.78","206,737,010.51","290,537,010.51","273,581,635.24","5,479,890.00"
收到的税费返还,"21,864,700.81","16,601,505.01","19,055,011.24",,"8,202,228.50","15,426,328.10","23,204,349.04","6,377,463.41","14,131,237.08","21,135,559.95","21,015,175.88","4,895,246.24","19,462,868.88","29,061,418.34","35,517,661.32","11,841,748.92"
支付其他与投资活动有关的现金,,,,,,"2,000,000.00","6,000,000.00","45,000,000.00","3,070,000.00","3,820,000.00","900,000.00",,,,"20,848,590.75",
收到其他与经营活动有关的现金,"17,437,508.52","8,276,124.66","27,726,008.06",,"27,003,242.73","28,661,262.73","34,313,595.40","14,355,590.44","27,376,157.57","79,194,596.32","49,835,855.47","25,020,898.77","66,248,559.71","68,592,254.25","124,313,521.85","37,713,534.22"
投资活动现金流出小计,"50,335,999.05","67,806,540.86","25,916,642.67",,"28,396,783.00","103,797,483.34","162,957,624.62","57,919,432.06","565,780,220.67","964,831,847.41","1,285,057,321.25","310,904,044.18","708,398,378.45","1,055,728,441.81","1,152,377,174.72","306,120,660.33"
经营活动现金流入小计,"531,315,788.45","501,871,775.98","532,994,503.55",,"294,861,982.76","423,893,350.72","606,759,757.39","167,197,871.37","334,142,908.08","726,483,669.78","957,758,261.08","367,765,610.19","653,602,572.08","1,189,980,103.81","1,424,387,740.01","615,669,424.55"
投资活动产生的现金流量净额,"-49,258,452.62","-67,194,630.29","-15,681,691.19",,"-25,667,230.66","-98,865,767.61","-157,667,903.92","-57,915,534.49","-561,434,924.68","-960,486,551.42","-1,278,339,069.69","-310,904,044.18","-677,581,148.71","-1,040,323,233.56","-791,661,808.11","-292,130,471.55"
购买商品、接受劳务支付的现金,"338,804,871.48","342,842,797.79","332,723,502.05",,"183,733,114.24","257,215,820.14","364,055,045.73","82,831,006.66","129,847,552.64","411,476,297.50","382,400,527.73","159,652,471.72","307,109,922.56","744,554,841.83","776,255,101.80","493,113,155.67"
吸收投资收到的现金,,,,,"191,294,400.00","191,737,766.50","191,737,766.50",,"2,087,732,165.34","2,085,288,798.84","2,100,788,798.84","1,200,000.00","1,200,000.00","1,200,000.00","2,700,000.00","3,500,000.00"
支付给职工以及为职工支付的现金,"31,568,903.40","35,459,802.68","36,760,376.73",,"18,981,901.31","30,544,469.10","43,053,517.62","13,538,512.42","27,829,208.71","43,396,265.86","66,972,863.69","27,512,965.57","57,155,609.91","80,968,978.85","129,599,383.29","77,143,552.99"
取得借款收到的现金,"47,650,375.59","206,926,359.17","175,000,000.00",,,"20,000,000.00","70,000,000.00","500,000.00","87,500,000.00","87,500,000.00","87,500,000.00",,"383,000,000.00","1,414,160,000.00","1,574,160,000.00","272,381,798.46"
支付的各项税费,"19,769,943.55","15,699,209.84","14,311,723.13",,"8,902,578.64","12,824,362.22","22,167,694.87","10,744,273.11","22,348,115.02","56,251,261.64","58,224,559.96","23,165,586.81","41,171,025.61","77,319,416.75","81,357,307.38","29,747,639.25"
收到其他与筹资活动有关的现金,,,,,,"2,000,000.00","44,950,000.00","2,731.53","51,800,000.00","51,800,000.00","64,800,000.00",,"1,500,000.00","1,500,000.00",,
支付其他与经营活动有关的现金,"23,777,619.66","44,991,241.43","46,067,623.44",,"40,913,470.79","37,310,437.29","49,290,090.40","43,149,252.68","34,935,328.32","64,301,819.13","112,643,489.83","58,721,882.97","101,333,556.73","147,656,711.67","219,947,513.39","33,793,635.80"
筹资活动现金流入小计,"47,650,375.59","206,926,359.17","175,000,000.00",,"191,294,400.00","213,737,766.50","306,687,766.50","502,731.53","2,227,032,165.34","2,224,588,798.84","2,253,088,798.84","1,200,000.00","385,700,000.00","1,416,860,000.00","1,576,860,000.00","275,881,798.46"
经营活动现金流出小计,"413,921,338.09","438,993,051.74","429,863,225.35",,"252,531,064.98","337,895,088.75","478,566,348.62","150,263,044.87","214,960,204.69","575,425,644.13","620,241,441.21","269,052,907.07","506,770,114.81","1,050,499,949.10","1,207,159,305.86","633,797,983.71"
