科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"22,325,709,000.00","25,325,842,000.00","28,047,070,000.00","8,041,590,000.00","16,168,518,000.00","23,786,850,000.00","31,359,045,000.00","8,534,521,000.00","17,020,342,000.00","25,578,197,000.00","33,839,211,000.00","8,611,740,000.00","17,217,634,000.00","26,069,145,000.00","35,223,988,000.00","11,124,835,000.00"
提取保险责任准备金,,,,,,,,,,,,,,,,
利息净收入,"19,817,785,000.00","22,338,619,000.00","23,971,402,000.00",,"12,678,194,000.00","18,995,342,000.00","25,245,088,000.00","6,860,819,000.00","13,833,093,000.00","20,835,625,000.00","27,814,652,000.00","6,602,987,000.00","12,725,747,000.00","18,938,670,000.00","25,446,907,000.00","5,252,031,000.00"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,
利息收入,"37,754,617,000.00","48,678,898,000.00","58,787,675,000.00",,"29,566,676,000.00","44,094,964,000.00","59,975,221,000.00","17,513,845,000.00","36,030,660,000.00","55,254,225,000.00","75,893,481,000.00","20,478,860,000.00","40,175,244,000.00","60,716,075,000.00","81,752,666,000.00","19,330,813,000.00"
保单红利支出,,,,,,,,,,,,,,,,
利息支出,"17,936,832,000.00","26,340,279,000.00","34,816,273,000.00",,"16,888,482,000.00","25,099,622,000.00","34,730,133,000.00","10,653,026,000.00","22,197,567,000.00","34,418,600,000.00","48,078,829,000.00","13,875,873,000.00","27,449,497,000.00","41,777,405,000.00","56,305,759,000.00","14,078,782,000.00"
分保费用,,,,,,,,,,,,,,,,
手续费及佣金净收入,"2,382,976,000.00","2,802,284,000.00","3,899,399,000.00",,"3,385,136,000.00","4,646,624,000.00","5,821,795,000.00","1,669,165,000.00","3,191,720,000.00","4,625,628,000.00","5,779,024,000.00","1,361,522,000.00","2,832,926,000.00","4,085,849,000.00","5,222,292,000.00","1,540,107,000.00"
营业税金及附加,"1,522,431,000.00","1,787,159,000.00","1,990,939,000.00",,"782,446,000.00","922,994,000.00","948,006,000.00","59,093,000.00","144,992,000.00","253,261,000.00","371,553,000.00","94,735,000.00","202,263,000.00","313,866,000.00","441,082,000.00","123,701,000.00"
手续费及佣金收入,"2,459,378,000.00","2,905,588,000.00","4,026,094,000.00",,"3,460,693,000.00","4,747,927,000.00","5,940,431,000.00","1,698,597,000.00","3,286,012,000.00","4,809,427,000.00","6,076,971,000.00","1,402,150,000.00","2,934,870,000.00","4,254,866,000.00","5,462,518,000.00","1,593,695,000.00"
手续费及佣金支出2,,,,,,,,,,,,,,,,
