科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"90,676,354.77","119,283,499.11","120,561,168.37","66,262,765.84","104,507,803.26","145,917,374.70","53,678,233.59","110,190,784.33","184,362,591.83","255,241,466.62","70,807,506.42","141,391,259.21","223,547,136.26","306,953,148.38","86,942,408.86"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"3,212,498.98",,,,,
收到的税费返还,"248,321.99","66,357.07","84,502.36","38,756.96","133,040.18","133,040.18",,"38,332.69","100,301.00","100,301.00",,"18,338.81","544,823.65","817,705.78","179,967.97"
支付其他与投资活动有关的现金,,,,,,,,,,"695,000,000.00","374,000,000.00","657,000,000.00","1,025,000,000.00","1,211,000,000.00","340,000,000.00"
收到其他与经营活动有关的现金,"1,540,356.34","1,730,333.03","3,868,211.71","593,553.52","1,103,711.39","1,918,994.66","557,633.37","1,350,971.77","3,285,133.65","3,976,828.09","664,254.48","3,405,779.22","4,857,277.04","7,230,936.48","1,261,448.01"
投资活动现金流出小计,"27,919,334.87","46,099,263.38","36,650,970.03","12,491,812.94","20,105,301.32","22,074,888.43","115,603,367.36","241,856,050.76","342,485,381.50","741,419,171.06","391,738,028.43","727,240,985.24","1,112,604,391.18","1,303,738,112.24","358,465,362.34"
经营活动现金流入小计,"92,465,033.10","121,080,189.21","124,513,882.44","66,895,076.32","105,744,554.83","147,969,409.54","54,235,866.96","111,580,088.79","187,748,026.48","259,318,595.71","71,471,760.90","144,815,377.24","228,949,236.95","315,001,790.64","88,383,824.84"
投资活动产生的现金流量净额,"-4,048,288.72","-43,113,649.03","-33,288,204.45","-11,944,112.94","-18,397,001.32","-20,130,385.43","-77,548,841.33","-203,778,024.73","-174,908,047.25","-280,347,329.84","-14,828,877.73","2,381,033.95","-67,720,712.34","37,828,771.47","-171,512,928.37"
购买商品、接受劳务支付的现金,"20,100,334.74","18,603,868.61","19,569,416.66","17,322,364.39","18,115,714.54","27,602,434.05","9,467,438.43","19,650,068.10","33,680,628.17","50,296,715.18","17,165,972.19","35,497,379.90","51,094,814.83","73,483,166.55","17,275,775.23"
吸收投资收到的现金,,,,,,,"224,100,000.00","224,100,000.00","261,692,019.00","266,592,019.00","200,000.00","200,000.00","4,733,984.00","4,733,984.00","3,500,000.00"
支付给职工以及为职工支付的现金,"17,258,166.29","20,921,776.57","25,733,608.97","15,296,067.06","22,028,755.09","29,881,371.70","13,047,498.88","21,818,111.15","31,588,147.46","42,763,645.95","20,640,372.87","33,602,993.30","46,448,193.05","59,505,951.05","21,754,549.55"
取得借款收到的现金,,,,,,,,,,,,,,,
支付的各项税费,"17,712,588.58","22,017,525.65","23,187,145.60","11,211,481.81","17,245,979.01","24,843,879.12","10,044,668.83","17,893,155.79","29,603,659.03","41,770,358.51","13,973,840.21","25,107,572.48","38,202,322.90","46,889,596.84","21,409,137.98"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"8,014,682.48","12,213,683.28","11,967,640.15","5,231,573.03","9,842,613.38","12,458,480.14","4,630,631.27","8,654,655.32","12,884,797.63","20,464,844.72","6,812,228.27","12,858,795.82","19,772,005.60","30,045,483.89","5,097,388.01"
筹资活动现金流入小计,,,,,,,"224,100,000.00","224,100,000.00","261,692,019.00","266,592,019.00","200,000.00","200,000.00","4,733,984.00","4,733,984.00","3,500,000.00"
经营活动现金流出小计,"63,085,772.09","73,756,854.11","80,457,811.38","49,061,486.29","67,233,062.02","94,786,165.01","37,190,237.41","68,015,990.36","107,757,232.29","155,295,564.36","58,592,413.54","107,066,741.50","155,517,336.38","209,924,198.33","65,536,850.77"
偿还债务支付的现金,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"29,379,261.01","47,323,335.10","44,056,071.06","17,833,590.03","38,511,492.81","53,183,244.53","17,045,629.55","43,564,098.43","79,990,794.19","104,023,031.35","12,879,347.36","37,748,635.74","73,431,900.57","105,077,592.31","22,846,974.07"
