科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"6,308,780.23","7,361,001.34","3,446,448.27","5,089,619.41","6,084,534.87","502,332.45","954,165.24","1,790,260.57","2,687,106.23","1,211,848.66","2,018,039.02","3,972,036.20","5,127,989.85","1,625,622.12","2,856,140.07","4,554,209.47","9,391,869.36","4,337,383.00","9,328,616.33","16,312,666.66","26,171,931.94","4,952,360.31","9,075,089.13","7,258,860.42","11,634,181.03","2,606,837.52","6,610,238.93","11,050,325.22","15,381,328.11","4,334,464.79","8,537,537.61","13,383,684.82","16,165,230.09","3,852,703.05","7,487,273.16","12,261,370.93"
三、利润总额,"34,219,440.25","29,841,124.39","16,478,437.12","21,149,131.63","31,427,957.57","7,833,279.26","19,145,068.82","25,024,528.11","32,506,700.61","4,984,848.40","19,385,357.57","32,825,738.49","44,518,454.96","15,069,703.75","26,972,217.99","40,779,430.43","24,881,374.59","2,625,168.01","24,149,659.21","21,149,209.50","-39,708,000.15","-4,609,916.38","5,098,671.37","8,615,462.55","8,933,251.57","-13,775,349.91","-27,900,342.44","-48,831,046.70","-153,728,454.85","-5,354,420.71","-18,861,080.76","-22,585,735.05","20,695,891.62","-865,310.85","-6,069,830.03","-18,337,020.79"
资产减值损失,"407,332.44","1,809,550.34","637,415.48","637,415.48","5,649,107.94",,"2,271,419.57","2,271,419.57","2,527,357.65","-147,788.23","2,709,433.59","2,709,433.59","4,199,212.26","1,397,413.80","3,961,884.30","4,900,463.80","10,864,739.34",,"3,226,821.96","2,938,295.42","27,301,192.50",,"3,589,063.31","3,589,063.31","4,719,345.11","607,984.56","1,902,309.74","1,589,672.81","37,779,524.51",,"691,364.14","1,718,529.05","18,660,694.75",,"1,359,357.06","8,738,933.37"
减:所得税,"4,208,998.13","2,323,750.22","2,230,105.73","2,671,742.56","3,903,313.23","911,112.56","2,868,207.99","3,636,727.57","5,400,237.11","724,778.96","3,014,151.87","5,405,356.07","6,180,989.88","2,630,578.17","5,022,085.42","7,545,057.08","3,592,703.22","1,166,692.80","3,577,947.19","4,889,930.45","-6,510,077.34","585,754.17","797,017.23","2,076,634.50","587,379.43","54,549.57","140,905.00","369,243.58","-14,112,845.24","833,417.93","1,955,426.96","3,652,869.75","11,446,541.19","1,786,169.08","4,379,030.27","4,713,085.93"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"2,048.39","2,048.39","-56,356.33",,"20,816.22","20,816.22","-458,200.24",,"-1,027,079.92","-2,788,270.91","-13,041,658.82","-2,229,193.43","2,042,783.73","-3,516,443.06","-14,399,794.80","-10,939,442.68","-23,452,948.93","-36,546,244.34","-47,270,188.94","-9,723,420.19","-23,724,489.73","-36,540,253.45","-49,351,819.94","-8,568,811.20","-16,976,855.95","-23,316,746.63"
四、净利润,"30,010,442.12","27,517,374.17","14,248,331.39","18,477,389.07","27,524,644.34","6,922,166.70","16,276,860.83","21,387,800.54","27,106,463.50","4,260,069.44","16,371,205.70","27,420,382.42","38,337,465.08","12,439,125.58","21,950,132.57","33,234,373.35","21,288,671.37","1,458,475.21","20,571,712.02","16,259,279.05","-33,197,922.81","-5,195,670.55","4,301,654.14","6,538,828.05","8,345,872.14","-13,829,899.48","-28,041,247.44","-49,200,290.28","-139,615,609.61","-6,187,838.64","-20,816,507.72","-26,238,604.80","9,249,350.43","-2,651,479.93","-10,448,860.30","-23,050,106.72"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,"-458,200.24",,"-1,027,079.92",,"-19,510,451.04","-2,229,193.43","2,042,783.73","-3,516,443.06","-14,399,794.80","-10,939,442.68","-23,452,948.93","-36,546,244.34","-47,270,188.94","-9,723,420.19","-24,291,463.34","-37,986,104.06","-51,451,638.10","-8,585,197.70","-18,043,102.36","-25,204,073.46"
归属于母公司所有者的净利润,"27,895,367.10","25,249,817.37","13,645,860.93","17,318,696.65","25,841,285.11","6,451,976.43","15,090,553.27","19,714,573.94","25,868,932.65","4,629,845.65","15,932,014.36","25,327,978.33","36,366,876.12","12,273,151.10","21,823,178.50","33,428,887.27","21,250,575.90","1,356,284.20","17,852,966.12","12,966,591.91","-35,282,941.65","-6,044,858.52","2,295,772.11","3,253,455.94","5,212,824.34","-13,830,162.97","-29,077,031.77","-49,891,886.18","-136,148,811.65","-7,798,907.35","-22,551,960.93","-28,154,196.59","6,291,672.71","-3,588,038.55","-11,806,030.88","-21,866,284.69"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"2,115,075.02","2,267,556.80","602,470.46","1,158,692.42","1,683,359.23","470,190.27","1,186,307.56","1,673,226.60","1,237,530.85","-369,776.21","439,191.34","2,092,404.09","1,970,588.96","165,974.48","126,954.07","-194,513.92","38,095.47","102,191.01","2,718,745.90","3,292,687.14","2,085,018.84","849,187.97","2,005,882.03","3,285,372.11","3,133,047.80",263.49,"1,035,784.33","691,595.90","-3,466,797.96","1,611,068.71","1,735,453.21","1,915,591.79","2,957,677.72","936,558.62","1,357,170.58","-1,183,822.03"
