科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"218,631,429.77","254,652,801.14","287,439,466.04","165,417,770.03","259,553,648.75","339,100,076.02","86,693,753.31","182,780,539.77","281,220,239.84","360,006,690.25","88,920,919.36","202,102,521.10","336,971,870.99","431,204,722.02","110,986,029.24"
二、营业利润,"51,948,368.44","18,069,779.29","21,578,489.47","30,801,766.74","45,892,970.01","53,490,540.74","9,407,930.16","33,788,669.37","49,544,506.39","46,145,689.00","-3,108,172.14","-3,703,189.67","12,200,564.97","11,524,542.95","1,249,739.03"
减:营业成本,"29,932,010.23","62,555,581.92","85,092,008.00","44,324,447.22","65,112,120.16","84,106,427.33","18,717,324.89","44,538,421.63","70,155,883.09","93,941,655.73","28,386,869.52","61,786,742.89","96,672,475.45","119,358,850.12","28,935,055.50"
加:补贴收入,,,,,,,,,,,,,,,
营业税金及附加,"2,048,822.25","3,319,729.69","4,753,321.41","2,834,343.42","4,449,357.12","8,226,856.33","2,374,347.77","4,829,955.99","7,175,094.96","9,219,057.57","2,497,636.81","5,199,703.72","8,043,297.05","10,383,082.80","2,331,227.40"
营业外收入,"3,446,950.38","19,632,762.00","4,735,721.66","7,345,204.55","7,820,354.56","11,195,504.55","718,052.42","242,902.42","252,776.65","69,282.06",,"514,863.74","1,014,863.74","1,000,000.00","56,606.39"
销售费用,"99,480,639.38","108,753,372.80","110,470,196.28","59,290,208.49","98,911,735.71","131,566,602.94","36,827,582.10","66,333,083.03","99,273,817.53","133,830,311.19","40,330,969.10","93,341,681.36","150,298,227.63","193,397,868.92","51,563,633.91"
减:营业外支出,"37,537.10","101,563.30","19,208.10","2,426.20","102,426.20","203,026.20",,"142,847.98","410,756.82","380,400.00",,,,"1,356,549.95",
管理费用,"34,290,253.99","46,996,812.15","51,104,193.67","22,934,570.14","40,830,027.90","56,649,936.16","17,555,044.95","31,666,500.58","53,955,950.19","76,810,018.50","20,721,213.65","44,375,578.02","38,429,664.50","53,591,412.63","17,111,367.35"
其中:非流动资产处置净损失,,,,,"2,426.20","3,026.20",,"97,447.98","130,356.82",,,,,,
堪探费用,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,
财务费用,"622,573.23","10,918,178.87","12,299,581.62","4,122,576.17","5,882,704.07","7,340,886.02","895,580.73","1,611,926.41","2,275,799.19","2,934,138.61","633,853.04","1,606,939.35","2,384,100.00","3,122,162.50","761,259.00"
三、利润总额,"55,357,781.72","37,600,977.99","26,295,003.03","38,144,545.09","53,610,898.37","64,483,019.09","10,125,982.58","33,888,723.81","49,386,526.22","45,834,571.06","-3,108,172.14","-3,188,325.93","13,215,428.71","11,167,993.00","1,306,345.42"
资产减值损失,"308,762.25","4,089,346.42","2,279,175.59","1,109,857.85","1,514,733.78","758,826.50","915,942.71","962,282.76","1,214,638.49","1,766,255.88","431,523.52","477,198.86","1,741,832.74","2,637,602.43","273,041.13"
减:所得税,"9,260,515.77","6,590,795.07","4,315,380.45","6,101,716.28","8,233,510.74","10,203,691.14","1,600,603.50","5,205,060.64","7,528,109.28","7,396,728.25",,"202,240.91","2,834,353.19","2,159,681.98","1,405,735.11"
加:公允价值变动净收益,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,
投资收益,,"50,000.00","137,500.00",,"3,040,000.00","3,040,000.00",,,,,,,,,
四、净利润,"46,097,265.95","31,010,182.92","21,979,622.58","32,042,828.81","45,377,387.63","54,279,327.95","8,525,379.08","28,683,663.17","41,858,416.94","38,437,842.81","-3,108,172.14","-3,390,566.84","10,381,075.52","9,008,311.02","-99,389.69"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"46,097,265.95","31,010,182.92","21,979,622.58","32,042,828.81","45,377,387.63","54,279,327.95","8,525,379.08","28,683,663.17","41,858,416.94","39,437,121.03","-2,558,889.57","-1,882,060.03","13,196,669.40","13,658,663.86","1,062,418.07"
影响营业利润的其他科目,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,"-999,278.22","-549,282.57","-1,508,506.81","-2,815,593.88","-4,650,352.84","-1,161,807.76"
