科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"462,372,199.00","460,191,551.00","457,165,725.00","240,783,757.00","361,729,035.00","457,554,812.00","151,124,731.00","252,733,401.00","384,916,467.00","486,195,749.00","155,140,771.00"
二、营业利润,"112,827,019.00","115,184,309.00","123,035,435.00","64,936,908.00","98,010,705.00","108,589,649.00","39,385,982.00","63,505,049.00","99,599,281.00","115,411,103.00","38,448,292.00"
减:营业成本,"221,576,699.00","225,274,306.00","213,952,094.00","118,613,039.00","174,095,990.00","218,273,387.00","77,428,944.00","126,104,940.00","188,759,966.00","246,723,033.00","81,449,652.00"
加:补贴收入,,,,,,,,,,,
营业税金及附加,"6,767,340.00","6,603,122.00","6,717,295.00","3,524,305.00","5,362,220.00","6,990,566.00","2,336,342.00","3,663,734.00","5,995,166.00","7,405,722.00","2,418,372.00"
营业外收入,"320,907.00","565,182.00","3,143,426.00","2,223,770.00","5,303,502.00","14,416,732.00","2,090,021.00","3,345,384.00","3,700,116.00","6,973,870.00","343,089.00"
销售费用,"75,930,661.00","77,804,845.00","78,382,283.00","37,198,247.00","56,341,961.00","82,188,812.00","26,189,721.00","50,130,281.00","74,544,686.00","99,690,869.00","29,146,316.00"
减:营业外支出,"101,434.00","29,799.00","977,030.00","41,089.00","46,089.00","46,089.00","4,792.00","4,792.00","36,943.00","91,600.00","11,000.00"
管理费用,"39,040,650.00","35,690,930.00","35,444,841.00","16,882,906.00","27,280,810.00","40,405,752.00","8,850,440.00","16,820,358.00","28,880,353.00","38,506,957.00","8,958,099.00"
其中:非流动资产处置净损失,"17,996.00","29,799.00","8,030.00","9,939.00",,"9,939.00",,,"36,543.00",,
堪探费用,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,
财务费用,"657,727.00","-314,859.00","-369,196.00","-98,907.00","914,245.00","1,358,299.00","-113,816.00","-100,784.00","-72,040.00","-102,906.00","35,757.00"
三、利润总额,"113,046,492.00","115,719,692.00","125,201,831.00","67,119,589.00","103,268,117.00","122,960,292.00","41,471,211.00","66,845,641.00","103,262,454.00","122,293,373.00","38,780,381.00"
资产减值损失,"5,471,858.00","-44,425.00","9,204.00","-15,316.00","-11,459.00","13,783.00","12,241.00",-341.00,"5,887.00","2,810.00","29,086.00"
减:所得税,"28,797,966.00","29,215,105.00","31,157,189.00","16,973,844.00","25,860,578.00","31,193,492.00","10,376,944.00","16,378,950.00","25,402,750.00","29,688,568.00","9,570,692.00"
加:公允价值变动净收益,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,
投资收益,"-100,245.00","6,677.00","6,231.00","257,425.00","265,436.00","265,436.00","2,965,123.00","7,389,836.00","12,796,832.00","21,478,702.00","5,345,384.00"
四、净利润,"84,248,526.00","86,504,587.00","94,044,642.00","50,145,745.00","77,407,540.00","91,766,800.00","31,094,267.00","50,466,691.00","77,859,704.00","92,604,805.00","29,209,689.00"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,"-13,098.00","732,680.00"
归属于母公司所有者的净利润,"84,248,526.00","86,504,587.00","94,044,642.00","50,145,745.00","77,407,540.00","91,766,800.00","31,094,267.00","50,466,691.00","77,859,704.00","92,604,805.00","29,209,689.00"
影响营业利润的其他科目,,,,,,,,,,,
少数股东损益,,,,,,,,,,,
