科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-482,820.77","75,732.53","804,620.59","1,354,895.98","2,591,410.39","4,488,996.22","-594,168.96","-4,194,560.68","-3,832,352.47","-7,951,127.40","-738,061.31","-1,021,120.78","169,911.75","1,788,651.08","1,072,411.80","1,409,766.16","2,588,295.11","6,084,463.93","-72,740.38","939,658.13","2,223,680.32","10,552,105.67","270,476.60","3,049,354.53","4,439,590.85","14,581,173.09","4,068,662.90","8,989,284.96","13,435,008.81"
三、利润总额,"30,971,550.82","34,373,291.05","60,395,404.11","36,038,812.04","56,087,793.08","84,998,026.34","13,106,725.65","46,176,497.48","68,228,915.75","101,343,525.59","13,386,683.17","51,706,504.34","75,424,320.87","147,632,478.59","12,450,734.52","63,837,118.49","97,610,902.78","216,235,481.91","6,053,373.10","77,855,238.70","96,957,943.75","255,654,903.64","6,437,981.09","32,519,432.05","68,662,150.61","290,664,275.23","4,785,674.48","-38,315,774.39","-5,910,899.12"
资产减值损失,"2,806,613.97","1,456,178.87","1,749,512.74","1,434,551.42","3,189,561.87","4,011,985.60","151,714.10","4,763,570.92","6,255,133.17","7,871,528.65","-1,161,217.59","63,621.28","1,580,548.77","4,748,769.89","1,398,490.40","5,655,763.93","15,646,378.26","21,189,454.15","580,531.80","9,407,955.70","11,556,222.53","17,619,727.16","1,489,848.03","11,383,300.27","18,839,303.52","11,279,075.77","4,448,808.72","12,233,696.01","23,316,146.77"
减:所得税,"5,581,768.28","5,992,510.44","9,310,352.97","5,283,418.96","8,731,575.75","13,980,512.49","2,496,478.45","7,937,804.26","10,697,873.09","14,146,584.62","3,021,709.60","8,991,768.45","14,235,447.59","21,500,656.36","1,181,479.54","7,656,257.21","16,922,216.42","32,537,564.19","383,380.02","11,245,649.28","14,698,007.55","38,627,989.62","1,685,066.86","5,798,041.28","12,207,992.40","50,805,760.06","2,133,096.58","-16,255,029.28","-8,558,181.56"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"774,718.64",,"-355,569.27",,,,,,,,"536,255.16","2,297,877.53","2,889,074.66","7,822,390.86","-360,141.62","1,320,125.29","2,849,756.43","6,076,359.00","-438,999.16","22,350,909.75","23,552,326.91","13,818,248.33","249,926.94","4,950,974.49","7,453,970.41","11,082,130.01","2,103,203.77","7,622,549.30","11,219,898.66"
四、净利润,"25,389,782.54","28,380,780.61","51,085,051.14","30,755,393.08","47,356,217.33","71,017,513.85","10,610,247.20","38,238,693.22","57,531,042.66","87,196,940.97","10,364,973.57","42,714,735.89","61,188,873.28","126,131,822.23","11,269,254.98","56,180,861.28","80,688,686.36","183,697,917.72","5,669,993.08","66,609,589.42","82,259,936.20","217,026,914.02","4,752,914.23","26,721,390.77","56,454,158.21","239,858,515.17","2,652,577.90","-22,060,745.11","2,647,282.44"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,"2,297,877.53","2,889,074.66","7,822,390.86","-360,141.62","1,320,125.29","2,849,756.43","4,575,586.52","-1,074,751.12","10,084,943.42","10,084,943.42","-2,201,222.56",,,"-144,327.49","-444,994.75","-663,700.70","-1,188,764.22","-1,908,841.48"
归属于母公司所有者的净利润,"24,954,734.91","29,271,764.18","51,362,915.69","30,902,977.00","47,848,358.62","71,405,551.04","10,707,377.38","38,301,557.69","57,749,370.75","86,022,911.45","13,971,307.33","45,737,800.09","67,333,386.62","115,097,566.71","12,649,243.03","49,063,705.02","72,379,770.19","165,675,604.01","6,563,510.06","60,238,171.70","73,929,060.91","208,985,815.33","4,819,303.19","26,900,007.79","56,698,094.97","240,104,146.37","2,687,950.24","-22,018,928.78","2,691,040.32"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"435,047.63","-890,983.57","-277,864.55","-147,583.92","-492,141.29","-388,037.19","-97,130.18","-62,864.47","-218,328.09","1,174,029.52","-3,606,333.76","-3,023,064.20","-6,144,513.34","11,034,255.52","-1,379,988.05","7,117,156.26","8,308,916.17","18,022,313.71","-893,516.98","6,371,417.72","8,330,875.29","8,041,098.69","-66,388.96","-178,617.02","-243,936.76","-245,631.20","-35,372.34","-41,816.33","-43,757.88"
