科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"352,919,247.88","302,914,822.27","423,645,435.52","83,233,810.53","149,884,171.44","204,009,617.11","374,214,005.41","103,137,673.51","193,753,992.71","319,748,931.07","525,000,768.76","92,219,371.21","327,741,272.62","591,952,252.14","1,016,298,793.51","231,149,061.69"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"5,538,894.72","7,670,044.61","5,429,647.26","4,188.03","2,728,185.26","2,867,797.58","5,761,394.08","2,742,799.87","3,048,840.27","3,732,466.24","6,456,012.35",,"1,277,522.96","6,056,590.76","7,811,081.31","2,759.36"
支付其他与投资活动有关的现金,,,,,,,"99,000,000.00","46,000,000.00","61,000,000.00","76,321,013.70","76,000,000.00","30,000,000.00","32,000,000.00","32,000,000.00","32,000,000.00",
收到其他与经营活动有关的现金,"50,412,513.46","36,375,777.21","25,761,579.19","5,000,422.08","9,238,766.18","11,721,786.79","22,512,257.88","6,322,844.40","11,511,748.40","16,320,392.55","25,008,549.17","6,125,536.12","14,799,367.90","42,875,533.84","85,399,209.42","12,475,815.35"
投资活动现金流出小计,"5,459,877.19","40,814,237.27","3,803,044.59","161,743.66","661,686.92","112,069,817.54","118,550,628.32","46,179,254.57","61,328,302.82","88,538,849.68","89,549,952.30","30,120,960.57","83,552,661.37","131,437,742.29","162,972,980.28","3,005,303.43"
经营活动现金流入小计,"408,870,656.06","346,960,644.09","454,836,661.97","88,238,420.64","161,851,122.88","218,599,201.48","402,487,657.37","112,203,317.78","208,314,581.38","339,801,789.86","556,465,330.28","98,344,907.33","343,818,163.48","640,884,376.74","1,109,509,084.24","243,627,636.40"
投资活动产生的现金流量净额,"-5,454,877.19","-778,319.47","-3,788,044.59","-161,743.66","-601,686.92","-112,009,817.54","-58,072,361.52","-6,640,903.51","39,534,793.44","29,782,739.71","28,537,834.73","-28,905.78","-13,049,714.07","-60,925,794.99","-92,461,032.98","-3,005,303.43"
购买商品、接受劳务支付的现金,"251,442,114.41","189,435,630.12","256,315,413.58","52,577,161.20","143,671,347.39","192,275,623.14","260,723,824.17","105,309,104.27","205,447,640.28","285,181,993.68","395,570,997.75","94,048,758.67","197,192,064.66","405,080,937.09","567,318,677.56","194,837,690.47"
吸收投资收到的现金,,"255,000.00","940,000.00","1,020,000.00","204,193,800.00","204,193,800.00","244,718,800.00","6,000,000.00","9,000,000.00","9,720,000.00","11,220,000.00","1,000,000.00","3,700,000.00","6,580,000.00","6,580,000.00","750,000.00"
