科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"462,829,497.96","546,496,515.99","689,937,119.11",,"298,487,240.50","492,646,212.37","673,622,976.12","156,178,013.36","358,245,046.80","533,019,379.80","724,778,390.24","113,719,146.70","282,030,807.12","487,303,853.49"
取得子公司及其他营业单位支付的现金净额,,,,,,,"105,000,000.00",,,"770,000,000.00","105,000,000.00",,,
收到的税费返还,,"1,353,299.95",,,"717,347.40","717,347.40","717,347.40",,,,"2,992,540.10","398,659.33","398,659.33","398,659.33"
支付其他与投资活动有关的现金,,,,,,,"575,000,000.00","90,000,000.00","849,000,000.00",,,"545,000,000.00","730,000,000.00","870,000,000.00"
收到其他与经营活动有关的现金,"11,536,612.65","13,427,500.74","18,103,388.07",,"10,127,661.09","17,884,068.28","5,378,612.91","372,852.12","959,896.12","1,243,105.90","1,495,649.90","439,401.79","896,334.61","1,807,489.55"
投资活动现金流出小计,"80,756,296.08","19,422,321.97","9,046,625.80",,"13,361,335.59","12,577,661.72","711,652,813.27","121,005,362.33","944,053,009.23","883,160,974.75","252,001,236.64","592,734,413.66","891,779,640.63","1,082,597,428.08"
经营活动现金流入小计,"474,366,110.61","561,277,316.68","708,040,507.18",,"309,332,248.99","511,247,628.05","679,718,936.43","156,550,865.48","359,204,942.92","534,262,485.70","729,266,580.24","114,557,207.82","283,325,801.06","489,510,002.37"
投资活动产生的现金流量净额,"-80,756,296.08","-19,422,321.97","-7,046,625.80","-1,091,900.00","-13,361,335.59","-7,563,933.56","-682,924,036.26","-106,998,971.45","-922,572,806.98","-855,905,754.93","-129,950,564.76","-583,838,083.67","-871,291,147.16","-952,242,142.21"
购买商品、接受劳务支付的现金,"158,729,601.51","181,303,791.77","246,381,257.92",,"129,542,236.93","186,880,347.36","248,798,482.39","46,790,726.56","93,639,763.05","152,325,855.63","234,532,766.61","67,319,554.37","138,677,520.29","205,965,098.31"
吸收投资收到的现金,,,,,"1,095,840,700.00","1,095,840,700.00","1,095,840,700.00",,,,,,,
支付给职工以及为职工支付的现金,"26,365,239.65","34,885,782.62","41,398,858.88",,"25,924,936.21","35,295,311.82","46,097,600.04","17,248,619.16","25,027,038.08","34,313,509.10","47,581,004.67","12,977,465.38","25,247,092.95","35,920,283.80"
取得借款收到的现金,,,,,,,,,,,,,,
支付的各项税费,"73,172,059.09","78,218,091.55","105,164,437.65",,"49,444,828.41","77,148,864.78","114,216,195.99","22,825,926.13","55,206,709.28","85,918,845.51","116,754,266.70","21,413,719.48","43,456,687.99","73,366,956.78"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"64,165,846.51","70,045,540.86","100,870,804.77",,"39,314,292.24","76,949,378.42","101,249,582.45","23,561,376.63","49,065,133.67","77,750,350.05","117,505,067.66","13,639,301.50","40,174,956.55","94,900,921.36"
筹资活动现金流入小计,,,,,"1,095,840,700.00","1,095,840,700.00","1,095,840,700.00",,,,,,,
经营活动现金流出小计,"322,432,746.76","364,453,206.80","493,815,359.22",,"244,226,293.79","376,273,902.38","510,361,860.87","110,426,648.48","222,938,644.08","350,308,560.29","516,373,105.64","115,350,040.73","247,556,257.78","410,153,260.25"
偿还债务支付的现金,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"151,933,363.85","196,824,109.88","214,225,147.96","-10,088,400.00","65,105,955.20","134,973,725.67","169,357,075.56","46,124,217.00","136,266,298.84","183,953,925.41","212,893,474.60","-792,832.91","35,769,543.28","79,356,742.12"
分配股利、利润或偿还利息支付的现金,"20,000,000.00","27,000,000.00","49,500,000.00",,"54,000,000.00","54,000,000.00","54,000,000.00",,"43,200,000.00","43,200,000.00","43,200,000.00",,"56,103,653.82","56,103,653.82"
收回投资收到的现金,,,,,,,,,,,,,,"100,000,000.00"
支付其他与筹资活动有关的现金,"2,800,000.00","640,000.00","630,000.00",,"580,000.00","3,967,300.00","10,996,000.00",,,,,,,
取得投资收益收到的现金,,,,,,,"23,715,048.85","14,006,390.88","21,166,415.84","26,941,433.41","51,736,885.47","8,856,329.99","20,413,493.47","30,280,285.87"
筹资活动现金流出小计,"22,800,000.00","27,640,000.00","50,130,000.00",,"54,580,000.00","57,967,300.00","64,996,000.00",,"43,200,000.00","43,200,000.00","43,200,000.00",,"56,103,653.82","56,103,653.82"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"13,728.16","13,728.16",,"313,786.41","313,786.41","313,786.41","40,000.00","75,000.00","75,000.00"
筹资活动产生的现金流量净额,"-22,800,000.00","-27,640,000.00","-50,130,000.00","-39,510,000.00","1,041,260,700.00","1,037,873,400.00","1,030,844,700.00",,"-43,200,000.00","-43,200,000.00","-43,200,000.00",,"-56,103,653.82","-56,103,653.82"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"2,000,000.00",,,"5,000,000.00","5,000,000.00",,,,"70,000,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,
投资活动现金流入小计,,,"2,000,000.00",,,"5,013,728.16","28,728,777.01","14,006,390.88","21,480,202.25","27,255,219.82","122,050,671.88","8,896,329.99","20,488,493.47","130,355,285.87"
五、现金及现金等价物净增加额,"48,377,067.77","149,761,787.91","157,048,522.16","-50,690,300.00","1,093,005,319.61","1,165,283,192.11","517,277,739.30","-60,874,754.45","-829,506,508.14","-715,151,829.52","39,742,909.84","-584,630,916.58","-891,625,257.70","-928,989,053.91"
购建固定资产、无形资产和其他长期资产支付的现金,"80,756,296.08","19,422,321.97","9,046,625.80",,"13,361,335.59","12,577,661.72","31,652,813.27","31,005,362.33","95,053,009.23","113,160,974.75","147,001,236.64","47,734,413.66","61,779,640.63","90,597,428.08"
期初现金及现金等价物余额,"126,939,170.78","175,316,238.55","325,078,026.46",,"482,126,548.62","482,126,548.62","482,126,548.62","999,404,287.92","999,404,287.92","999,404,287.92","999,404,287.92","1,039,147,197.76","1,039,147,197.76","1,039,147,197.76"
投资支付的现金,,,,,,,,,,,,,"100,000,000.00","122,000,000.00"
期末现金及现金等价物余额,"175,316,238.55","325,078,026.46","482,126,548.62",,"1,575,131,868.23","1,647,409,740.73","999,404,287.92","938,529,533.47","169,897,779.78","284,252,458.40","1,039,147,197.76","454,516,281.18","147,521,940.06","110,158,143.85"
